Domain,Base Domain,Scanned Hostname,Scanned Port,STARTTLS SMTP,SSLv2,SSLv3,TLSv1.0,TLSv1.1,TLSv1.2,TLSv1.3,Any Forward Secrecy,All Forward Secrecy,Weakest DH Group Size,Any RC4,All RC4,Any 3DES,Key Type,Key Length,Signature Algorithm,SHA-1 in Served Chain,SHA-1 in Constructed Chain,Not Before,Not After,Highest Served Issuer,Highest Constructed Issuer,Asserts EV,Trusted for EV,EV Trusted OIDs,EV Trusted Browsers,Is Symantec Cert,Symantec Distrust Date,Errors,Local Errors,Local Start Time,Local End Time,Local Duration,Lambda Request ID,Lambda Log Group Name,Lambda Log Stream Name,Lambda Start Time,Lambda End Time,Lambda Memory Limit,Lambda Measured Duration
recreation.gov,recreation.gov,www.recreation.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2018-02-26T00:00:00,2019-05-28T12:00:00,DigiCert Global Root CA,DigiCert Global Root CA,False,False,,,False,,,,2018-04-28T06:37:44.813434Z,2018-04-28T06:37:48.770013Z,3.956579,a898c7f3-4aae-11e8-ae49-a78ef325eafc,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]29b23ee583b84659ada6c135648cc7d6,2018-04-28T06:37:44.825554Z,2018-04-28T06:37:48.766139Z,256,3.940585
reginfo.gov,reginfo.gov,reginfo.gov,443,False,False,False,False,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2017-08-23T00:00:00,2018-08-28T12:00:00,DigiCert Global Root CA,DigiCert Global Root CA,False,False,,,False,,,,2018-04-28T06:36:22.549281Z,2018-04-28T06:36:33.326446Z,10.777165,77904af8-4aae-11e8-99ba-79540a697ca9,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]f265f99755db447ab9d1d5120c974b2e,2018-04-28T06:36:22.561468Z,2018-04-28T06:36:33.321382Z,256,10.759914
regulations.gov,regulations.gov,www.regulations.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,True,,2016-09-20T00:00:00,2019-12-09T12:00:00,DigiCert Global Root CA,,False,False,,,False,,,,2018-04-28T06:35:11.884287Z,2018-04-28T06:35:18.640099Z,6.755812,4d71ab74-4aae-11e8-9394-bda595f113e2,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]b5b95140a9664c9384cccfce21bb6bd7,2018-04-28T06:35:11.897638Z,2018-04-28T06:35:18.635423Z,256,6.737785
relocatefeds.gov,relocatefeds.gov,relocatefeds.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2018-03-12T00:00:00,2020-04-08T12:00:00,DigiCert High Assurance EV Root CA,DigiCert High Assurance EV Root CA,True,True,2.16.840.1.114412.2.1,"Mozilla, Google, Microsoft, Apple",False,,,,2018-04-28T06:35:13.201204Z,2018-04-28T06:35:18.516762Z,5.315558,4e3aa11b-4aae-11e8-9d66-c5f8ec8a1e73,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]787fba0467564b0899fc5bfbdd7de344,2018-04-28T06:35:13.213399Z,2018-04-28T06:35:18.495795Z,256,5.282396
reo.gov,reo.gov,reo.gov,443,False,False,False,True,False,False,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2016-12-13T20:51:35,2018-12-13T21:21:34,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:37:45.66506Z,2018-04-28T06:37:50.324185Z,4.659125,a91ac9c5-4aae-11e8-82af-570a8b450669,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]1f68abd105ee40f4a563f7f02c52f828,2018-04-28T06:37:45.676924Z,2018-04-28T06:37:50.319107Z,256,4.642183
reportband.gov,reportband.gov,reportband.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,True,False,2017-11-20T00:00:00,2019-01-23T12:00:00,DigiCert High Assurance EV Root CA,DigiCert High Assurance EV Root CA,False,False,,,False,,,,2018-04-28T06:33:59.929545Z,2018-04-28T06:34:09.608321Z,9.678776,228e34c7-4aae-11e8-b48b-f50843153592,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]f265f99755db447ab9d1d5120c974b2e,2018-04-28T06:33:59.941465Z,2018-04-28T06:34:09.603436Z,256,9.661971
reporting.gov,reporting.gov,www.reporting.gov,443,False,False,False,False,True,True,False,True,False,256,False,False,True,RSA,4096,sha256,False,False,2017-09-11T00:00:00,2018-09-19T12:00:00,DigiCert Global Root CA,DigiCert Global Root CA,False,False,,,False,,,,2018-04-28T06:36:22.831192Z,2018-04-28T06:36:27.895378Z,5.064186,77bb5218-4aae-11e8-9b6f-77e940746dd0,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]a03a9450d7204eefa0339f8c52a0a885,2018-04-28T06:36:22.837829Z,2018-04-28T06:36:27.873286Z,256,5.035457
republicans.gov,republicans.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:38:25.184361Z,2018-04-28T06:38:25.201416Z,0.017055,c0a8e844-4aae-11e8-b679-d5dea21225de,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]a03a9450d7204eefa0339f8c52a0a885,2018-04-28T06:38:25.196062Z,2018-04-28T06:38:25.196124Z,256,0.000062
research.gov,research.gov,www.research.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,True,RSA,2048,sha256,False,False,2017-08-14T00:00:00,2018-09-05T23:59:59,VeriSign Class 3 Public Primary Certification Authority - G5,VeriSign Class 3 Public Primary Certification Authority - G5,False,False,,,True,SEPTEMBER_2018,,,2018-04-28T06:36:57.551278Z,2018-04-28T06:37:01.43209Z,3.880812,8c6d05f9-4aae-11e8-b252-db0089bd357e,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]29b23ee583b84659ada6c135648cc7d6,2018-04-28T06:36:57.565412Z,2018-04-28T06:37:01.428332Z,256,3.862920
restorethegulf.gov,restorethegulf.gov,restorethegulf.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,True,False,2016-08-25T00:00:00,2019-11-23T12:00:00,DigiCert Global Root CA,DigiCert Global Root CA,False,False,,,False,,,,2018-04-28T06:36:32.610592Z,2018-04-28T06:36:42.350114Z,9.739522,7d8f7b11-4aae-11e8-80ed-ed6c903c536e,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]9d16ffdb9f8c47188a38370854735e19,2018-04-28T06:36:32.624766Z,2018-04-28T06:36:42.346973Z,256,9.722207
rivers.gov,rivers.gov,rivers.gov,443,False,False,False,False,False,True,False,True,True,256,False,False,False,RSA,2048,sha256,False,,2016-04-19T00:00:00,2019-04-19T23:59:59,COMODO RSA Domain Validation Secure Server CA,,False,False,,,False,,,,2018-04-28T06:34:00.245108Z,2018-04-28T06:34:06.522875Z,6.277767,22be6cbe-4aae-11e8-841c-c72bc93e56e8,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]496bb42d5db9490aae5bfe5db0d15e9b,2018-04-28T06:34:00.25675Z,2018-04-28T06:34:06.518463Z,256,6.261713
rl.gov,rl.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:31:13.121474Z,2018-04-28T06:31:13.134109Z,0.012635,bf215359-4aad-11e8-ad90-6376bb9ffa9f,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]b5b95140a9664c9384cccfce21bb6bd7,2018-04-28T06:31:13.130264Z,2018-04-28T06:31:13.130374Z,256,0.000110
robodeidentidad.gov,robodeidentidad.gov,robodeidentidad.gov,443,False,False,False,True,True,True,False,True,True,384,False,False,False,RSA,4096,sha256,True,False,2017-11-22T00:00:00,2019-01-10T12:00:00,DigiCert Global Root CA,DigiCert Global Root CA,False,False,,,False,,,,2018-04-28T06:35:48.73983Z,2018-04-28T06:35:52.93846Z,4.198630,63694b83-4aae-11e8-afee-73b5dbc44f69,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]b5b95140a9664c9384cccfce21bb6bd7,2018-04-28T06:35:48.748845Z,2018-04-28T06:35:52.934077Z,256,4.185232
rocis.gov,rocis.gov,www.rocis.gov,443,False,False,False,False,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2017-08-23T00:00:00,2018-08-28T12:00:00,DigiCert Global Root CA,DigiCert Global Root CA,False,False,,,False,,,,2018-04-28T06:36:22.835608Z,2018-04-28T06:36:32.810546Z,9.974938,77bbee56-4aae-11e8-bba3-b5140c3dea53,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]29b23ee583b84659ada6c135648cc7d6,2018-04-28T06:36:22.847513Z,2018-04-28T06:36:32.806212Z,256,9.958699
rrb.gov,rrb.gov,rrb.gov,443,False,False,False,True,True,True,False,True,True,256,False,False,False,RSA,2048,sha256,True,False,2018-01-29T00:00:00,2020-02-11T12:00:00,DigiCert High Assurance EV Root CA,DigiCert High Assurance EV Root CA,True,True,2.16.840.1.114412.2.1,"Mozilla, Google, Microsoft, Apple",False,,,,2018-04-28T06:37:15.921047Z,2018-04-28T06:37:21.386241Z,5.465194,97600f30-4aae-11e8-a7b4-23fc6fb720ab,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]f265f99755db447ab9d1d5120c974b2e,2018-04-28T06:37:15.928573Z,2018-04-28T06:37:21.364965Z,256,5.436392
sac.gov,sac.gov,sac.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,True,RSA,2048,sha256,False,False,2017-09-13T00:00:00,2018-10-15T23:59:59,VeriSign Class 3 Public Primary Certification Authority - G5,VeriSign Class 3 Public Primary Certification Authority - G5,True,True,2.16.840.1.113733.1.7.23.6,"Mozilla, Google, Microsoft, Apple",True,SEPTEMBER_2018,,,2018-04-28T06:36:57.67116Z,2018-04-28T06:37:01.61098Z,3.939820,8c7f2dc5-4aae-11e8-9ecb-693af5a12922,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]cc3d2abd8567457a9a2fc0796a3cbc85,2018-04-28T06:36:57.682783Z,2018-04-28T06:37:01.603802Z,256,3.921019
safecar.gov,safecar.gov,www.safecar.gov,443,False,False,False,False,False,True,False,True,False,256,False,False,False,RSA,2048,sha256,True,False,2017-09-22T18:53:39,2018-09-22T19:23:38,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:34:51.66174Z,2018-04-28T06:34:59.359711Z,7.697971,4163e274-4aae-11e8-ac79-23c4d78e9d99,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]787fba0467564b0899fc5bfbdd7de344,2018-04-28T06:34:51.673323Z,2018-04-28T06:34:59.355032Z,256,7.681709
safecom.gov,safecom.gov,www.safecom.gov,443,False,False,False,False,False,True,False,False,False,,False,False,False,RSA,2048,sha256,False,False,2017-08-24T00:00:00,2018-09-12T23:59:59,GeoTrust Global CA,GeoTrust Global CA,False,False,,,True,SEPTEMBER_2018,,,2018-04-28T06:34:00.549876Z,2018-04-28T06:34:06.648624Z,6.098748,22ecd00e-4aae-11e8-b2b8-0f9065826870,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]9d16ffdb9f8c47188a38370854735e19,2018-04-28T06:34:00.561404Z,2018-04-28T06:34:06.645512Z,256,6.084108
safecomprogram.gov,safecomprogram.gov,safecomprogram.gov,443,False,False,False,False,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,True,,2018-04-26T17:25:44,2019-01-09T17:55:43,Entrust Root Certification Authority - G2,,False,False,,,False,,,,2018-04-28T06:32:11.887133Z,2018-04-28T06:32:34.745514Z,22.858381,e2284ea5-4aad-11e8-82af-570a8b450669,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]768329baaf264de5bc173ff89209f0ee,2018-04-28T06:32:11.899257Z,2018-04-28T06:32:34.722366Z,256,22.823109
safeocs.gov,safeocs.gov,safeocs.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2017-11-07T13:24:54,2018-11-07T13:54:53,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:34:52.606378Z,2018-04-28T06:35:00.54239Z,7.936012,41f3ed3f-4aae-11e8-9bd1-0d6fafd1c3b2,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]1f68abd105ee40f4a563f7f02c52f828,2018-04-28T06:34:52.637307Z,2018-04-28T06:35:00.537628Z,256,7.900321
safercar.gov,safercar.gov,www.safercar.gov,443,False,False,False,False,False,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2017-10-23T00:00:00,2018-10-23T23:59:59,GeoTrust Global CA,GeoTrust Global CA,False,False,,,True,SEPTEMBER_2018,,,2018-04-28T06:34:53.162562Z,2018-04-28T06:34:56.821214Z,3.658652,4248eaff-4aae-11e8-91ee-350c71e06670,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]496bb42d5db9490aae5bfe5db0d15e9b,2018-04-28T06:34:53.177196Z,2018-04-28T06:34:56.797276Z,256,3.620080
saferproduct.gov,saferproduct.gov,saferproduct.gov,443,False,False,False,True,True,True,False,True,True,256,False,False,False,RSA,2048,sha256,True,False,2018-02-15T19:07:01,2019-09-04T14:31:39,Go Daddy Class 2 Certification Authority,Go Daddy Root Certificate Authority - G2,False,False,,,False,,,,2018-04-28T06:29:52.39074Z,2018-04-28T06:29:56.68851Z,4.297770,8f02c0ec-4aad-11e8-a9eb-69c4b5276d33,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]29b23ee583b84659ada6c135648cc7d6,2018-04-28T06:29:52.405431Z,2018-04-28T06:29:56.668952Z,256,4.263521
saferproducts.gov,saferproducts.gov,saferproducts.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,True,False,2017-01-24T21:02:01,2019-04-21T20:00:38,Go Daddy Class 2 Certification Authority,Go Daddy Root Certificate Authority - G2,False,False,,,False,,,,2018-04-28T06:29:52.746772Z,2018-04-28T06:29:56.628737Z,3.881965,8f391325-4aad-11e8-bb33-adabdd7f3329,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]768329baaf264de5bc173ff89209f0ee,2018-04-28T06:29:52.756436Z,2018-04-28T06:29:56.623619Z,256,3.867183
safertruck.gov,safertruck.gov,www.safertruck.gov,443,False,False,False,False,False,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2017-10-23T00:00:00,2018-10-23T23:59:59,GeoTrust Global CA,GeoTrust Global CA,False,False,,,True,SEPTEMBER_2018,,,2018-04-28T06:34:53.228155Z,2018-04-28T06:34:57.468127Z,4.239972,4252fd2c-4aae-11e8-9637-23a8a5964cac,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]768329baaf264de5bc173ff89209f0ee,2018-04-28T06:34:53.241097Z,2018-04-28T06:34:57.463163Z,256,4.222066
safetyact.gov,safetyact.gov,safetyact.gov,443,False,False,False,True,True,True,False,True,True,256,False,False,False,RSA,2048,sha256,True,,2018-02-06T20:40:45,2021-02-06T21:10:45,Department of the Treasury,,False,False,,,False,,,,2018-04-28T06:32:12.700877Z,2018-04-28T06:32:17.24003Z,4.539153,e2a483d8-4aad-11e8-9b43-9144027a317f,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]787fba0467564b0899fc5bfbdd7de344,2018-04-28T06:32:12.71518Z,2018-04-28T06:32:17.235342Z,256,4.520162
safetyvideos.gov,safetyvideos.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:29:44.09222Z,2018-04-28T06:29:44.105713Z,0.013493,8a106d3d-4aad-11e8-ad00-09327f4115b9,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]204a0355dbf7459bbb13902a3b93c8d0,2018-04-28T06:29:44.103084Z,2018-04-28T06:29:44.103138Z,256,0.000054
safeyouth.gov,safeyouth.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:31:55.181181Z,2018-04-28T06:31:55.208258Z,0.027077,d8332c40-4aad-11e8-83f4-413372e097cb,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]ca72691e1f504ad89a43c9cd77acf4c9,2018-04-28T06:31:55.204733Z,2018-04-28T06:31:55.204797Z,256,0.000064
salmonrecovery.gov,salmonrecovery.gov,www.salmonrecovery.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,,2015-09-08T20:36:33,2018-09-09T07:17:27,Entrust Root Certification Authority - G2,,False,False,,,False,,,,2018-04-28T06:31:13.135105Z,2018-04-28T06:31:17.538391Z,4.403286,bf234f05-4aad-11e8-943c-598954315d89,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]b5b95140a9664c9384cccfce21bb6bd7,2018-04-28T06:31:13.143312Z,2018-04-28T06:31:17.534139Z,256,4.390827
sam.gov,sam.gov,www.sam.gov,443,False,False,False,False,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2018-02-01T12:46:20,2020-02-01T13:16:18,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,True,True,2.16.840.1.114028.10.1.2,"Mozilla, Google, Microsoft, Apple",False,,,,2018-04-28T06:36:24.135528Z,2018-04-28T06:36:47.972414Z,23.836886,78824bfd-4aae-11e8-8f9b-bda21ed21656,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]cc3d2abd8567457a9a2fc0796a3cbc85,2018-04-28T06:36:24.142754Z,2018-04-28T06:36:47.964918Z,256,23.822164
samhsa.gov,samhsa.gov,www.samhsa.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,True,False,2017-06-07T13:49:43,2019-06-16T14:19:42,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:31:55.209108Z,2018-04-28T06:32:05.647872Z,10.438764,d8374b0b-4aad-11e8-9f8a-4bd88551b251,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]f265f99755db447ab9d1d5120c974b2e,2018-04-28T06:31:55.219199Z,2018-04-28T06:32:05.643038Z,256,10.423839
sandbox.gov,sandbox.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:36:24.318568Z,2018-04-28T06:36:24.329915Z,0.011347,789e3807-4aae-11e8-ab04-bbc16d25df58,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]b5b95140a9664c9384cccfce21bb6bd7,2018-04-28T06:36:24.326514Z,2018-04-28T06:36:24.326588Z,256,0.000074
sandia.gov,sandia.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:31:14.511281Z,2018-04-28T06:31:14.54898Z,0.037699,bff545a6-4aad-11e8-b5e0-bd820b9a6583,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]29b23ee583b84659ada6c135648cc7d6,2018-04-28T06:31:14.545555Z,2018-04-28T06:31:14.545662Z,256,0.000107
savingsbond.gov,savingsbond.gov,savingsbond.gov,443,False,False,False,False,False,True,False,True,True,256,False,False,False,RSA,2048,sha256,False,False,2016-11-30T20:27:40,2019-11-30T20:57:37,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:34:36.313946Z,2018-04-28T06:34:40.072035Z,3.758089,383df79e-4aae-11e8-8462-b9d4babff31a,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]29b23ee583b84659ada6c135648cc7d6,2018-04-28T06:34:36.323409Z,2018-04-28T06:34:40.067399Z,256,3.743990
savingsbonds.gov,savingsbonds.gov,savingsbonds.gov,443,False,False,False,False,False,True,False,True,True,256,False,False,False,RSA,2048,sha256,False,False,2016-11-30T20:27:40,2019-11-30T20:57:37,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:34:36.662155Z,2018-04-28T06:34:40.658203Z,3.996048,38733817-4aae-11e8-bae0-dd295193a2a2,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]b5b95140a9664c9384cccfce21bb6bd7,2018-04-28T06:34:36.673536Z,2018-04-28T06:34:40.653509Z,256,3.979973
savingsbondwizard.gov,savingsbondwizard.gov,savingsbondwizard.gov,443,False,False,False,False,False,True,False,True,True,256,False,False,False,RSA,2048,sha256,False,False,2016-11-30T20:27:40,2019-11-30T20:57:37,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:34:36.768359Z,2018-04-28T06:34:40.448505Z,3.680146,38838c1e-4aae-11e8-be13-e990d0cbba96,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]768329baaf264de5bc173ff89209f0ee,2018-04-28T06:34:36.781935Z,2018-04-28T06:34:40.442891Z,256,3.660956
sba.gov,sba.gov,www.sba.gov,443,False,False,False,False,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2017-12-14T00:00:00,2018-12-15T12:00:00,DigiCert Global Root CA,DigiCert Global Root CA,False,False,,,False,,,,2018-04-28T06:37:19.080507Z,2018-04-28T06:37:23.037126Z,3.956619,99423d5b-4aae-11e8-b502-9da1952dacbc,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]b5b95140a9664c9384cccfce21bb6bd7,2018-04-28T06:37:19.093201Z,2018-04-28T06:37:23.01642Z,256,3.923219
sbir.gov,sbir.gov,www.sbir.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2018-03-15T18:09:59,2018-06-13T18:09:59,DST Root CA X3,DST Root CA X3,False,False,,,False,,,,2018-04-28T06:37:19.23838Z,2018-04-28T06:37:21.755435Z,2.517055,995a5925-4aae-11e8-9d18-f9b7385e1f12,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]a03a9450d7204eefa0339f8c52a0a885,2018-04-28T06:37:19.249927Z,2018-04-28T06:37:21.716632Z,256,2.466705
sbst.gov,sbst.gov,sbst.gov,443,False,False,False,False,False,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2018-03-16T04:31:07,2018-06-14T04:31:07,DST Root CA X3,DST Root CA X3,False,False,,,False,,,,2018-04-28T06:36:24.330733Z,2018-04-28T06:36:27.92553Z,3.594797,78a00cd0-4aae-11e8-aa70-5fffde6da52b,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]768329baaf264de5bc173ff89209f0ee,2018-04-28T06:36:24.34002Z,2018-04-28T06:36:27.88488Z,256,3.544860
sc-us.gov,sc-us.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:37:54.240863Z,2018-04-28T06:37:54.254536Z,0.013673,ae373a4f-4aae-11e8-b591-2fd9c4b90c9a,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]f265f99755db447ab9d1d5120c974b2e,2018-04-28T06:37:54.25014Z,2018-04-28T06:37:54.250201Z,256,0.000061
scidac.gov,scidac.gov,www.scidac.gov,443,False,False,False,True,True,True,False,True,True,256,False,False,False,RSA,2048,sha256,False,False,2018-02-16T00:00:00,2020-02-21T12:00:00,DigiCert Global Root CA,DigiCert Global Root CA,False,False,,,False,,,,2018-04-28T06:31:14.550009Z,2018-04-28T06:31:18.762907Z,4.212898,bffb391a-4aad-11e8-bdb7-fb3637717aad,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]496bb42d5db9490aae5bfe5db0d15e9b,2018-04-28T06:31:14.558582Z,2018-04-28T06:31:18.758408Z,256,4.199826
science.gov,science.gov,www.science.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,4096,sha256,False,False,2017-12-22T00:00:00,2019-01-20T12:00:00,DigiCert Global Root G2,DigiCert Global Root G2,False,False,,,False,,,,2018-04-28T06:31:14.572032Z,2018-04-28T06:31:19.647223Z,5.075191,bffebb40-4aad-11e8-b8da-17e608dcc280,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]ca72691e1f504ad89a43c9cd77acf4c9,2018-04-28T06:31:14.58521Z,2018-04-28T06:31:19.642714Z,256,5.057504
science360.gov,science360.gov,science360.gov,443,False,False,False,True,True,True,False,True,False,521,False,False,True,RSA,2048,sha256,False,False,2018-03-07T00:00:00,2019-03-29T12:00:00,DigiCert Global Root CA,DigiCert Global Root CA,False,False,,,False,,,,2018-04-28T06:36:59.03105Z,2018-04-28T06:37:02.820144Z,3.789094,8d4f00da-4aae-11e8-9f25-2ba6d3199fb8,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]c1d97120766c4d448211278b249ddd54,2018-04-28T06:36:59.056689Z,2018-04-28T06:37:02.816781Z,256,3.760092
sciencebase.gov,sciencebase.gov,www.sciencebase.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2016-04-21T00:00:00,2019-04-26T12:00:00,DigiCert High Assurance EV Root CA,DigiCert High Assurance EV Root CA,False,False,,,False,,,,2018-04-28T06:34:02.412285Z,2018-04-28T06:34:12.090241Z,9.677956,24093c04-4aae-11e8-b18a-c334f2c6003a,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]cc3d2abd8567457a9a2fc0796a3cbc85,2018-04-28T06:34:02.424924Z,2018-04-28T06:34:12.074426Z,256,9.649502
scijinks.gov,scijinks.gov,scijinks.gov,443,False,False,False,False,True,True,False,True,True,256,False,False,False,RSA,2048,sha256,False,False,2017-05-23T00:00:00,2020-05-27T12:00:00,DigiCert High Assurance EV Root CA,DigiCert High Assurance EV Root CA,False,False,,,False,,,,2018-04-28T06:36:39.532287Z,2018-04-28T06:36:48.349519Z,8.817232,81afb153-4aae-11e8-abed-6f879d915f00,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]ca72691e1f504ad89a43c9cd77acf4c9,2018-04-28T06:36:39.544745Z,2018-04-28T06:36:48.34537Z,256,8.800625
scinet-test.gov,scinet-test.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:37:54.255311Z,2018-04-28T06:37:54.287362Z,0.032051,ae3b0b51-4aae-11e8-b7fa-0d148422ba62,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]9d16ffdb9f8c47188a38370854735e19,2018-04-28T06:37:54.284797Z,2018-04-28T06:37:54.284881Z,256,0.000084
scinet.gov,scinet.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:37:54.288145Z,2018-04-28T06:37:54.301398Z,0.013253,ae3e6623-4aae-11e8-8ba6-b7105df1b4fd,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]f265f99755db447ab9d1d5120c974b2e,2018-04-28T06:37:54.297162Z,2018-04-28T06:37:54.29724Z,256,0.000078
scra.gov,scra.gov,scra.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,4096,sha256,False,False,2016-06-02T13:56:04,2018-06-02T14:26:04,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:32:59.078445Z,2018-04-28T06:33:02.858143Z,3.779698,fe49152d-4aad-11e8-be38-3bf0d89fb6e5,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]787fba0467564b0899fc5bfbdd7de344,2018-04-28T06:32:59.093579Z,2018-04-28T06:33:02.853964Z,256,3.760385
scus.gov,scus.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:37:54.302228Z,2018-04-28T06:37:54.314912Z,0.012684,ae408925-4aae-11e8-9a48-f1bde75bac1d,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]9d16ffdb9f8c47188a38370854735e19,2018-04-28T06:37:54.312728Z,2018-04-28T06:37:54.312771Z,256,0.000043
