Domain,Base Domain,Scanned Hostname,Scanned Port,STARTTLS SMTP,SSLv2,SSLv3,TLSv1.0,TLSv1.1,TLSv1.2,TLSv1.3,Any Forward Secrecy,All Forward Secrecy,Weakest DH Group Size,Any RC4,All RC4,Any 3DES,Key Type,Key Length,Signature Algorithm,SHA-1 in Served Chain,SHA-1 in Constructed Chain,Not Before,Not After,Highest Served Issuer,Highest Constructed Issuer,Asserts EV,Trusted for EV,EV Trusted OIDs,EV Trusted Browsers,Is Symantec Cert,Symantec Distrust Date,Errors,Local Errors,Local Start Time,Local End Time,Local Duration,Lambda Request ID,Lambda Log Group Name,Lambda Log Stream Name,Lambda Start Time,Lambda End Time,Lambda Memory Limit,Lambda Measured Duration
idtheft.gov,idtheft.gov,idtheft.gov,443,False,False,False,True,True,True,False,True,True,256,False,False,False,RSA,2048,sha256,True,False,2017-01-26T00:00:00,2020-01-31T12:00:00,DigiCert Global Root CA,DigiCert Global Root CA,False,False,,,False,,,,2018-04-28T06:35:45.073471Z,2018-04-28T06:35:48.850945Z,3.777474,6139e8e4-4aae-11e8-9394-bda595f113e2,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]29b23ee583b84659ada6c135648cc7d6,2018-04-28T06:35:45.085497Z,2018-04-28T06:35:48.846828Z,256,3.761331
iedison.gov,iedison.gov,iedison.gov,443,False,False,False,True,True,True,False,True,True,256,False,False,False,RSA,2048,sha256,True,False,2017-11-16T14:14:01,2019-12-02T14:44:00,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:31:44.161764Z,2018-04-28T06:31:47.811022Z,3.649258,d1a1a7da-4aad-11e8-970e-13ff586837d8,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]29b23ee583b84659ada6c135648cc7d6,2018-04-28T06:31:44.170818Z,2018-04-28T06:31:47.8074Z,256,3.636582
ignet.gov,ignet.gov,www.ignet.gov,443,False,False,False,True,True,True,False,True,True,256,False,False,False,RSA,4096,sha256,True,False,2016-05-16T14:08:38,2018-05-16T14:08:38,Go Daddy Class 2 Certification Authority,Go Daddy Root Certificate Authority - G2,False,False,,,False,,,,2018-04-28T06:29:56.234137Z,2018-04-28T06:30:02.110842Z,5.876705,914d25d7-4aad-11e8-8407-1d9210ac3a71,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]f3fbcde3afbc44468f50ce1169776567,2018-04-28T06:29:56.237798Z,2018-04-28T06:30:02.102764Z,256,5.864966
ihs.gov,ihs.gov,www.ihs.gov,443,False,False,False,False,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,True,False,2017-12-13T20:38:54,2019-12-31T21:08:53,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:31:44.188847Z,2018-04-28T06:31:54.64597Z,10.457123,d1a5c64b-4aad-11e8-8ff7-add8774103e4,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]f265f99755db447ab9d1d5120c974b2e,2018-04-28T06:31:44.201413Z,2018-04-28T06:31:54.622308Z,256,10.420895
imls.gov,imls.gov,imls.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,True,RSA,4096,sha256,True,,2017-08-01T19:13:00,2018-08-01T19:13:00,Go Daddy Class 2 Certification Authority,,False,False,,,False,,,,2018-04-28T06:36:32.849669Z,2018-04-28T06:36:37.226808Z,4.377139,7db3f2cc-4aae-11e8-ab1d-9119bb5e3aef,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]768329baaf264de5bc173ff89209f0ee,2018-04-28T06:36:32.881582Z,2018-04-28T06:36:37.201146Z,256,4.319564
indianaffairs.gov,indianaffairs.gov,www.indianaffairs.gov,443,False,False,False,False,False,True,False,True,True,256,False,False,False,RSA,4096,sha256,False,,2017-11-17T00:00:00,2019-02-15T23:59:59,SSL.com DV CA,,False,False,,,False,,,,2018-04-28T06:33:41.351706Z,2018-04-28T06:33:45.419992Z,4.068286,177b9543-4aae-11e8-b7b8-af97dd4d8ec2,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]29b23ee583b84659ada6c135648cc7d6,2018-04-28T06:33:41.361642Z,2018-04-28T06:33:45.415995Z,256,4.054353
inel.gov,inel.gov,www.inel.gov,443,False,False,False,True,False,False,False,True,False,256,False,False,False,RSA,2048,sha256,True,False,2014-11-16T18:17:45,2019-01-05T05:28:47,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:30:56.780216Z,2018-04-28T06:31:07.616985Z,10.836769,b563e322-4aad-11e8-b5e0-bd820b9a6583,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]b5b95140a9664c9384cccfce21bb6bd7,2018-04-28T06:30:56.793247Z,2018-04-28T06:31:07.594996Z,256,10.801749
info.gov,info.gov,info.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2018-03-26T04:17:07,2018-06-24T04:17:07,DST Root CA X3,DST Root CA X3,False,False,,,False,,,,2018-04-28T06:36:16.527106Z,2018-04-28T06:36:21.845999Z,5.318893,73f9417a-4aae-11e8-a3d4-850c17ee5197,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]768329baaf264de5bc173ff89209f0ee,2018-04-28T06:36:16.538208Z,2018-04-28T06:36:21.821595Z,256,5.283387
inl.gov,inl.gov,www.inl.gov,443,False,False,False,True,False,False,False,True,False,256,False,False,False,RSA,2048,sha256,True,False,2014-11-16T14:31:38,2019-01-04T22:22:24,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:30:57.210821Z,2018-04-28T06:31:05.58913Z,8.378309,b5a5a728-4aad-11e8-82db-ef32fe021168,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]29b23ee583b84659ada6c135648cc7d6,2018-04-28T06:30:57.226063Z,2018-04-28T06:31:05.568827Z,256,8.342764
innovation.gov,innovation.gov,innovation.gov,443,False,False,False,False,False,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2018-03-21T19:31:10,2018-06-19T19:31:10,DST Root CA X3,DST Root CA X3,False,False,,,False,,,,2018-04-28T06:36:16.760968Z,2018-04-28T06:36:20.5168Z,3.755832,741d1cd3-4aae-11e8-be53-1f0a12b529dd,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]b5b95140a9664c9384cccfce21bb6bd7,2018-04-28T06:36:16.773207Z,2018-04-28T06:36:20.49677Z,256,3.723563
inspire2serve.gov,inspire2serve.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:38:18.628865Z,2018-04-28T06:38:18.641971Z,0.013106,bcc08aeb-4aae-11e8-b234-8b7d198d60c0,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]b5b95140a9664c9384cccfce21bb6bd7,2018-04-28T06:38:18.638229Z,2018-04-28T06:38:18.638329Z,256,0.000100
insurekidsnow.gov,insurekidsnow.gov,www.insurekidsnow.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2018-03-20T00:00:00,2018-09-05T12:00:00,DigiCert Global Root CA,DigiCert Global Root CA,False,False,,,False,,,,2018-04-28T06:31:44.274907Z,2018-04-28T06:31:48.310779Z,4.035872,d1b2e5ac-4aad-11e8-9a45-0b6eda431b4b,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]cc3d2abd8567457a9a2fc0796a3cbc85,2018-04-28T06:31:44.279743Z,2018-04-28T06:31:48.302732Z,256,4.022989
integrity.gov,integrity.gov,integrity.gov,443,False,False,False,False,False,True,False,True,True,256,False,False,False,RSA,2048,sha256,True,False,2018-01-23T20:03:34,2020-01-23T20:33:34,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:37:02.517012Z,2018-04-28T06:37:06.595397Z,4.078385,8f62ed6f-4aae-11e8-9bd6-f3a6e0112bea,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]a03a9450d7204eefa0339f8c52a0a885,2018-04-28T06:37:02.525237Z,2018-04-28T06:37:06.57063Z,256,4.045393
intel.gov,intel.gov,www.intel.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2018-02-28T00:00:00,2018-09-02T12:00:00,DigiCert Global Root CA,DigiCert Global Root CA,False,False,,,False,,,,2018-04-28T06:35:03.210519Z,2018-04-28T06:35:07.388583Z,4.178064,4846463f-4aae-11e8-a72b-f12c48211ef8,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]f265f99755db447ab9d1d5120c974b2e,2018-04-28T06:35:03.222993Z,2018-04-28T06:35:07.38383Z,256,4.160837
intelink.gov,intelink.gov,www.intelink.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,True,RSA,2048,sha256,True,False,2015-10-23T00:00:00,2018-09-15T23:59:59,Equifax Secure Certificate Authority,GeoTrust Global CA,False,False,,,True,MARCH_2018,,,2018-04-28T06:35:03.92465Z,2018-04-28T06:35:20.743274Z,16.818624,48b31204-4aae-11e8-9aab-0be689237d1a,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]496bb42d5db9490aae5bfe5db0d15e9b,2018-04-28T06:35:03.936712Z,2018-04-28T06:35:20.738938Z,256,16.802226
intelligence.gov,intelligence.gov,www.intelligence.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2018-02-28T00:00:00,2018-09-02T12:00:00,DigiCert Global Root CA,DigiCert Global Root CA,False,False,,,False,,,,2018-04-28T06:35:04.691591Z,2018-04-28T06:35:09.012677Z,4.321086,49284235-4aae-11e8-a86f-4bd7b49e7868,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]29b23ee583b84659ada6c135648cc7d6,2018-04-28T06:35:04.72538Z,2018-04-28T06:35:09.008085Z,256,4.282705
intelligencecareers.gov,intelligencecareers.gov,www.intelligencecareers.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2017-08-28T00:00:00,2018-11-27T23:59:59,GeoTrust Global CA,GeoTrust Global CA,False,False,,,True,SEPTEMBER_2018,,,2018-04-28T06:36:59.777667Z,2018-04-28T06:37:02.515893Z,2.738226,8dc0d62a-4aae-11e8-b833-6970a248d8a1,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]a03a9450d7204eefa0339f8c52a0a885,2018-04-28T06:36:59.790172Z,2018-04-28T06:37:02.493343Z,256,2.703171
interior.gov,interior.gov,interior.gov,443,False,False,False,False,False,True,False,True,True,256,False,False,False,RSA,2048,sha256,False,False,2017-05-05T00:00:00,2019-05-15T12:00:00,DigiCert High Assurance EV Root CA,DigiCert High Assurance EV Root CA,False,False,,,False,,,,2018-04-28T06:33:41.504131Z,2018-04-28T06:33:45.520299Z,4.016168,1792c64d-4aae-11e8-86b7-6bacf20aafb8,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]1f68abd105ee40f4a563f7f02c52f828,2018-04-28T06:33:41.512464Z,2018-04-28T06:33:45.508101Z,256,3.995637
interpol.gov,interpol.gov,interpol.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,4096,sha256,False,False,2016-06-02T13:57:18,2018-06-02T14:27:17,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:32:40.904087Z,2018-04-28T06:32:44.752268Z,3.848181,f373f362-4aad-11e8-8091-23ec69bd92f2,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]496bb42d5db9490aae5bfe5db0d15e9b,2018-04-28T06:32:40.920144Z,2018-04-28T06:32:44.747825Z,256,3.827681
invasivespecies.gov,invasivespecies.gov,invasivespecies.gov,443,False,False,False,False,False,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2017-08-31T00:00:00,2020-09-04T12:00:00,DigiCert Global Root CA,DigiCert Global Root CA,False,False,,,False,,,,2018-04-28T06:33:43.250203Z,2018-04-28T06:33:46.752081Z,3.501878,189d31dc-4aae-11e8-869c-c7d3e7b44a7a,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]ca72691e1f504ad89a43c9cd77acf4c9,2018-04-28T06:33:43.261709Z,2018-04-28T06:33:46.74788Z,256,3.486171
invasivespeciesinfo.gov,invasivespeciesinfo.gov,www.invasivespeciesinfo.gov,443,False,False,False,False,True,True,False,True,True,256,False,False,False,RSA,2048,sha256,True,False,2018-03-12T14:00:01,2019-03-12T14:00:01,Go Daddy Class 2 Certification Authority,Go Daddy Root Certificate Authority - G2,False,False,,,False,,,,2018-04-28T06:37:36.692166Z,2018-04-28T06:37:40.442803Z,3.750637,a3c1767c-4aae-11e8-9bd1-0d6fafd1c3b2,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]1f68abd105ee40f4a563f7f02c52f828,2018-04-28T06:37:36.700714Z,2018-04-28T06:37:40.438033Z,256,3.737319
investor.gov,investor.gov,www.investor.gov,443,False,False,False,False,True,True,False,True,False,256,False,False,False,RSA,4096,sha256,False,False,2017-09-18T14:19:12,2019-09-18T14:49:09,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,True,True,2.16.840.1.114028.10.1.2,"Mozilla, Google, Microsoft, Apple",False,,,,2018-04-28T06:37:16.656593Z,2018-04-28T06:37:19.237285Z,2.580692,97d08442-4aae-11e8-994c-7f5fe15163db,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]a03a9450d7204eefa0339f8c52a0a885,2018-04-28T06:37:16.668505Z,2018-04-28T06:37:19.23089Z,256,2.562385
ioss.gov,ioss.gov,www.ioss.gov,443,False,False,False,False,False,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,,2016-03-03T19:37:44,2019-03-04T19:37:44,DoD Root CA 3,,False,False,,,False,,,,2018-04-28T06:30:30.929552Z,2018-04-28T06:30:34.956544Z,4.026992,a5fb56f1-4aad-11e8-ac6e-738659cf6ade,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]ca72691e1f504ad89a43c9cd77acf4c9,2018-04-28T06:30:30.94472Z,2018-04-28T06:30:34.951929Z,256,4.007209
ipac.gov,ipac.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:34:27.872415Z,2018-04-28T06:34:27.907511Z,0.035096,3335d1a4-4aae-11e8-a9eb-69c4b5276d33,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]9d16ffdb9f8c47188a38370854735e19,2018-04-28T06:34:27.904793Z,2018-04-28T06:34:27.904878Z,256,0.000085
ipm.gov,ipm.gov,www.ipm.gov,443,False,False,False,False,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2018-03-01T00:00:00,2019-04-01T12:00:00,Starfield Class 2 Certification Authority,Amazon Root CA 1,False,False,,,False,,,,2018-04-28T06:37:39.344902Z,2018-04-28T06:37:43.041555Z,3.696653,a5566e45-4aae-11e8-ab63-9d09497bf564,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]496bb42d5db9490aae5bfe5db0d15e9b,2018-04-28T06:37:39.3569Z,2018-04-28T06:37:43.036909Z,256,3.680009
ipp.gov,ipp.gov,www.ipp.gov,443,False,False,False,False,True,True,False,True,False,256,False,False,False,ECDSA,256,sha256,False,False,2017-09-20T00:00:00,2018-12-20T23:59:59,VeriSign Class 3 Public Primary Certification Authority - G5,VeriSign Class 3 Public Primary Certification Authority - G5,False,False,,,True,SEPTEMBER_2018,,,2018-04-28T06:34:27.908359Z,2018-04-28T06:34:31.990048Z,4.081689,333b5013-4aae-11e8-bf6a-57a196d82f25,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]cc3d2abd8567457a9a2fc0796a3cbc85,2018-04-28T06:34:27.914477Z,2018-04-28T06:34:31.964032Z,256,4.049555
iprcenter.gov,iprcenter.gov,www.iprcenter.gov,443,False,False,False,False,False,True,True,True,False,256,False,False,False,ECDSA,256,sha256,False,False,2018-04-07T00:00:00,2018-10-14T23:59:59,AddTrust External CA Root,COMODO ECC Certification Authority,False,False,,,False,,,,2018-04-28T06:32:41.601628Z,2018-04-28T06:32:45.791017Z,4.189389,f3de4d70-4aad-11e8-b449-3f82b8d71d9a,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]9d16ffdb9f8c47188a38370854735e19,2018-04-28T06:32:41.624703Z,2018-04-28T06:32:45.787914Z,256,4.163211
irs.gov,irs.gov,www.irs.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2017-09-19T18:40:52,2020-09-19T19:10:50,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:34:27.980657Z,2018-04-28T06:34:32.578453Z,4.597796,33469a18-4aae-11e8-a4ab-53bc5df9bb7c,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]b5b95140a9664c9384cccfce21bb6bd7,2018-04-28T06:34:27.989852Z,2018-04-28T06:34:32.57401Z,256,4.584158
irsauctions.gov,irsauctions.gov,irsauctions.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,True,RSA,2048,sha256,False,False,2018-02-09T15:22:39,2019-12-16T15:52:38,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:34:28.269528Z,2018-04-28T06:34:32.747145Z,4.477617,3372b307-4aae-11e8-8296-598e5451e15f,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]768329baaf264de5bc173ff89209f0ee,2018-04-28T06:34:28.284975Z,2018-04-28T06:34:32.742436Z,256,4.457461
irsnet.gov,irsnet.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:34:28.30127Z,2018-04-28T06:34:28.320781Z,0.019511,337747ae-4aae-11e8-bf99-71ffadf11aca,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]496bb42d5db9490aae5bfe5db0d15e9b,2018-04-28T06:34:28.316781Z,2018-04-28T06:34:28.316857Z,256,0.000076
irssales.gov,irssales.gov,irssales.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,True,RSA,2048,sha256,False,False,2018-02-09T15:22:39,2019-12-16T15:52:38,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:34:28.321566Z,2018-04-28T06:34:32.649204Z,4.327638,337a7b63-4aae-11e8-8339-fb0338955af8,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]9d16ffdb9f8c47188a38370854735e19,2018-04-28T06:34:28.33357Z,2018-04-28T06:34:32.645994Z,256,4.312424
irsvideos.gov,irsvideos.gov,www.irsvideos.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2016-12-05T22:30:16,2018-11-12T23:00:15,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:34:28.392133Z,2018-04-28T06:34:34.829162Z,6.437029,338c2ef9-4aae-11e8-be8e-27a2f6228add,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]29b23ee583b84659ada6c135648cc7d6,2018-04-28T06:34:28.458817Z,2018-04-28T06:34:34.808821Z,256,6.350004
ise.gov,ise.gov,ise.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2018-02-28T00:00:00,2018-09-02T12:00:00,DigiCert Global Root CA,DigiCert Global Root CA,False,False,,,False,,,,2018-04-28T06:35:06.714081Z,2018-04-28T06:35:10.793258Z,4.079177,4a5cc9c1-4aae-11e8-bc98-21246beff909,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]f3fbcde3afbc44468f50ce1169776567,2018-04-28T06:35:06.742933Z,2018-04-28T06:35:10.785527Z,256,4.042594
isitdoneyet.gov,isitdoneyet.gov,isitdoneyet.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,True,False,2016-12-29T14:02:35,2018-12-27T14:32:33,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:37:39.550252Z,2018-04-28T06:37:44.527675Z,4.977423,a575dd3b-4aae-11e8-ae74-a36e66f1b413,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]9d16ffdb9f8c47188a38370854735e19,2018-04-28T06:37:39.564818Z,2018-04-28T06:37:44.508039Z,256,4.943221
isotope.gov,isotope.gov,isotope.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,False,False,2018-04-12T13:35:04,2018-07-11T13:35:04,DST Root CA X3,DST Root CA X3,False,False,,,False,,,,2018-04-28T06:31:00.07172Z,2018-04-28T06:31:05.726207Z,5.654487,b75a34ff-4aad-11e8-a878-25e6f6d19959,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]768329baaf264de5bc173ff89209f0ee,2018-04-28T06:31:00.085075Z,2018-04-28T06:31:05.684999Z,256,5.599924
isotopes.gov,isotopes.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:31:00.174704Z,2018-04-28T06:31:00.190196Z,0.015492,b769772e-4aad-11e8-9ecb-693af5a12922,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]f3fbcde3afbc44468f50ce1169776567,2018-04-28T06:31:00.182748Z,2018-04-28T06:31:00.18281Z,256,0.000062
istac.gov,istac.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:29:43.704976Z,2018-04-28T06:29:43.715622Z,0.010646,89d55faa-4aad-11e8-9298-d1fafd533dc6,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]1f68abd105ee40f4a563f7f02c52f828,2018-04-28T06:29:43.712097Z,2018-04-28T06:29:43.712136Z,256,0.000039
itap.gov,itap.gov,www.itap.gov,443,False,False,False,False,True,True,False,True,True,256,False,False,False,RSA,2048,sha256,True,False,2018-03-12T14:00:05,2019-03-12T14:00:05,Go Daddy Class 2 Certification Authority,Go Daddy Root Certificate Authority - G2,False,False,,,False,,,,2018-04-28T06:37:39.758932Z,2018-04-28T06:37:43.620462Z,3.861530,a5959ac3-4aae-11e8-9815-dbd0f2f532ca,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]b5b95140a9664c9384cccfce21bb6bd7,2018-04-28T06:37:39.773274Z,2018-04-28T06:37:43.615956Z,256,3.842682
itc.gov,itc.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:30:33.120405Z,2018-04-28T06:30:33.136969Z,0.016564,a7498137-4aad-11e8-80aa-25e08b2b44bc,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]787fba0467564b0899fc5bfbdd7de344,2018-04-28T06:30:33.133319Z,2018-04-28T06:30:33.133424Z,256,0.000105
itdashboard.gov,itdashboard.gov,itdashboard.gov,443,False,False,False,True,False,True,False,True,True,256,False,False,False,RSA,2048,sha256,False,False,2016-12-21T20:58:17,2020-03-20T21:28:16,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:35:19.367841Z,2018-04-28T06:35:23.446075Z,4.078234,51e8b458-4aae-11e8-b561-35eb9e106cd4,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]768329baaf264de5bc173ff89209f0ee,2018-04-28T06:35:19.395382Z,2018-04-28T06:35:23.405116Z,256,4.009734
itis.gov,itis.gov,itis.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,True,False,2017-09-20T17:50:12,2020-06-07T18:20:11,Entrust Root Certification Authority,Entrust Root Certification Authority - G2,False,False,,,False,,,,2018-04-28T06:37:19.570644Z,2018-04-28T06:37:29.292368Z,9.721724,998d01da-4aae-11e8-8790-61482d43c192,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]29b23ee583b84659ada6c135648cc7d6,2018-04-28T06:37:19.580149Z,2018-04-28T06:37:29.288319Z,256,9.708170
itrd.gov,itrd.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:37:00.129289Z,2018-04-28T06:37:00.147607Z,0.018318,8df68b5c-4aae-11e8-82af-570a8b450669,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]9d16ffdb9f8c47188a38370854735e19,2018-04-28T06:37:00.144817Z,2018-04-28T06:37:00.144885Z,256,0.000068
its.gov,its.gov,www.its.gov,443,False,False,False,False,False,True,False,True,False,256,False,False,False,RSA,2048,sha256,True,False,2017-11-20T10:40:33,2020-11-18T11:10:32,Entrust.net Secure Server Certification Authority,Entrust.net Certification Authority (2048),False,False,,,False,,,,2018-04-28T06:34:28.790193Z,2018-04-28T06:34:32.163256Z,3.373063,33c20c37-4aae-11e8-9078-f7036205d82c,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]1f68abd105ee40f4a563f7f02c52f828,2018-04-28T06:34:28.816763Z,2018-04-28T06:34:32.158031Z,256,3.341268
jamesmadison.gov,jamesmadison.gov,www.jamesmadison.gov,443,False,False,False,False,False,True,False,True,True,256,False,False,False,RSA,2048,sha256,False,False,2018-03-31T16:50:44,2018-06-29T16:50:44,DST Root CA X3,DST Root CA X3,False,False,,,False,,,,2018-04-28T06:36:33.200534Z,2018-04-28T06:36:36.881272Z,3.680738,7de9814f-4aae-11e8-b686-597d65771e90,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]c1d97120766c4d448211278b249ddd54,2018-04-28T06:36:33.211492Z,2018-04-28T06:36:36.877792Z,256,3.666300
jccbi.gov,jccbi.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scan returned nothing.,2018-04-28T06:34:49.872034Z,2018-04-28T06:34:49.889455Z,0.017421,4052c099-4aae-11e8-b234-8b7d198d60c0,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]f3fbcde3afbc44468f50ce1169776567,2018-04-28T06:34:49.882863Z,2018-04-28T06:34:49.882922Z,256,0.000059
jccs.gov,jccs.gov,www.jccs.gov,443,False,False,False,False,True,True,False,False,False,,False,False,False,RSA,2048,sha256,False,,2016-03-28T20:25:52,2019-03-29T20:25:52,DoD Root CA 3,,False,False,,,False,,,,2018-04-28T06:30:33.137736Z,2018-04-28T06:30:45.002747Z,11.865011,a74c406f-4aad-11e8-863a-3d72c99dfe58,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]496bb42d5db9490aae5bfe5db0d15e9b,2018-04-28T06:30:33.145307Z,2018-04-28T06:30:44.998644Z,256,11.853337
jct.gov,jct.gov,www.jct.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,True,RSA,4096,sha256,False,False,2017-12-21T00:00:00,2020-02-19T12:00:00,DigiCert High Assurance EV Root CA,DigiCert High Assurance EV Root CA,True,True,2.16.840.1.114412.2.1,"Mozilla, Google, Microsoft, Apple",False,,,,2018-04-28T06:38:24.184118Z,2018-04-28T06:38:35.520872Z,11.336754,c0102b3a-4aae-11e8-b009-735bc7c356b4,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]b5b95140a9664c9384cccfce21bb6bd7,2018-04-28T06:38:24.19664Z,2018-04-28T06:38:35.515476Z,256,11.318836
jem.gov,jem.gov,jem.gov,443,False,False,False,True,True,True,False,True,False,256,False,False,False,RSA,2048,sha256,True,False,2016-08-29T00:00:00,2019-09-03T12:00:00,DigiCert Global Root CA,DigiCert Global Root CA,False,False,,,False,,,,2018-04-28T06:33:43.532223Z,2018-04-28T06:33:53.171352Z,9.639129,18c839c9-4aae-11e8-a454-99bfe0a7d075,/aws/lambda/task_sslyze,2018/04/28/[$LATEST]cc3d2abd8567457a9a2fc0796a3cbc85,2018-04-28T06:33:43.537814Z,2018-04-28T06:33:53.163458Z,256,9.625644
