Domain,Base Domain,Participates in Analytics,Local Errors,Local Start Time,Local End Time,Local Duration
fpi.gov,fpi.gov,False,,2018-04-28T06:38:35.795901Z,2018-04-28T06:38:35.798335Z,0.002434
fpisc.gov,fpisc.gov,False,,2018-04-28T06:38:36.047927Z,2018-04-28T06:38:36.050075Z,0.002148
fpki-lab.gov,fpki-lab.gov,False,,2018-04-28T06:38:36.048031Z,2018-04-28T06:38:36.050486Z,0.002455
fpki.gov,fpki.gov,False,,2018-04-28T06:38:36.048221Z,2018-04-28T06:38:36.051429Z,0.003208
frb.fed.us,frb.fed.us,False,,2018-04-28T06:38:36.005096Z,2018-04-28T06:38:36.005282Z,0.000186
frb.gov,frb.gov,False,,2018-04-28T06:38:36.006958Z,2018-04-28T06:38:36.009234Z,0.002276
frc.gov,frc.gov,False,,2018-04-28T06:38:36.09484Z,2018-04-28T06:38:36.096912Z,0.002072
freshempire.gov,freshempire.gov,False,,2018-04-28T06:38:35.716852Z,2018-04-28T06:38:35.718713Z,0.001861
frpg.gov,frpg.gov,True,,2018-04-28T06:38:36.048678Z,2018-04-28T06:38:36.048797Z,0.000119
frpp-pa.gov,frpp-pa.gov,False,,2018-04-28T06:38:36.05233Z,2018-04-28T06:38:36.054361Z,0.002031
frs.gov,frs.gov,False,,2018-04-28T06:38:36.007053Z,2018-04-28T06:38:36.009862Z,0.002809
frtib.gov,frtib.gov,False,,2018-04-28T06:38:36.007147Z,2018-04-28T06:38:36.010316Z,0.003169
frtibtest.gov,frtibtest.gov,False,,2018-04-28T06:38:36.00724Z,2018-04-28T06:38:36.010849Z,0.003609
frtr.gov,frtr.gov,True,,2018-04-28T06:38:35.969472Z,2018-04-28T06:38:35.97209Z,0.002618
fruitsandveggiesmatter.gov,fruitsandveggiesmatter.gov,False,,2018-04-28T06:38:35.716961Z,2018-04-28T06:38:35.717092Z,0.000131
fs.fed.us,fs.fed.us,False,,2018-04-28T06:38:36.16193Z,2018-04-28T06:38:36.16435Z,0.002420
fsafeds.gov,fsafeds.gov,False,,2018-04-28T06:38:36.126197Z,2018-04-28T06:38:36.126397Z,0.000200
fsapubs.gov,fsapubs.gov,False,,2018-04-28T06:38:35.655396Z,2018-04-28T06:38:35.655665Z,0.000269
fsd.gov,fsd.gov,True,,2018-04-28T06:38:36.05286Z,2018-04-28T06:38:36.055149Z,0.002289
fsgb.gov,fsgb.gov,False,,2018-04-28T06:38:35.836001Z,2018-04-28T06:38:35.836144Z,0.000143
fsoc.gov,fsoc.gov,False,,2018-04-28T06:38:35.898615Z,2018-04-28T06:38:35.90013Z,0.001515
fsrs.gov,fsrs.gov,True,,2018-04-28T06:38:36.052985Z,2018-04-28T06:38:36.053109Z,0.000124
ftc.gov,ftc.gov,True,,2018-04-28T06:38:36.017227Z,2018-04-28T06:38:36.017359Z,0.000132
ftccomplaintassistant.gov,ftccomplaintassistant.gov,True,,2018-04-28T06:38:36.018157Z,2018-04-28T06:38:36.01828Z,0.000123
ftcefile.gov,ftcefile.gov,False,,2018-04-28T06:38:36.017723Z,2018-04-28T06:38:36.01787Z,0.000147
fueleconomy.gov,fueleconomy.gov,False,,2018-04-28T06:38:35.66994Z,2018-04-28T06:38:35.670068Z,0.000128
fvap.gov,fvap.gov,True,,2018-04-28T06:38:35.639891Z,2018-04-28T06:38:35.640013Z,0.000122
fws.gov,fws.gov,True,,2018-04-28T06:38:35.856681Z,2018-04-28T06:38:35.857729Z,0.001048
g5.gov,g5.gov,True,,2018-04-28T06:38:35.662167Z,2018-04-28T06:38:35.66229Z,0.000123
gao.gov,gao.gov,False,,2018-04-28T06:38:36.243858Z,2018-04-28T06:38:36.246813Z,0.002955
gaonet.gov,gaonet.gov,False,,2018-04-28T06:38:36.244046Z,2018-04-28T06:38:36.24745Z,0.003404
gcdamp.gov,gcdamp.gov,False,,2018-04-28T06:38:35.85731Z,2018-04-28T06:38:35.860151Z,0.002841
gcmrc.gov,gcmrc.gov,True,,2018-04-28T06:38:35.856908Z,2018-04-28T06:38:35.858438Z,0.001530
genbank.gov,genbank.gov,False,,2018-04-28T06:38:35.71951Z,2018-04-28T06:38:35.721405Z,0.001895
genome.gov,genome.gov,False,,2018-04-28T06:38:35.717509Z,2018-04-28T06:38:35.717638Z,0.000129
geocommunicator.gov,geocommunicator.gov,False,,2018-04-28T06:38:35.857215Z,2018-04-28T06:38:35.859967Z,0.002752
geomac.gov,geomac.gov,True,,2018-04-28T06:38:35.857405Z,2018-04-28T06:38:35.860364Z,0.002959
geoplatform.gov,geoplatform.gov,False,,2018-04-28T06:38:35.857499Z,2018-04-28T06:38:35.860722Z,0.003223
georgewbushlibrary.gov,georgewbushlibrary.gov,False,,2018-04-28T06:38:36.096537Z,2018-04-28T06:38:36.096663Z,0.000126
getsmartaboutdrugs.gov,getsmartaboutdrugs.gov,True,,2018-04-28T06:38:35.796004Z,2018-04-28T06:38:35.798573Z,0.002569
getyouhome.gov,getyouhome.gov,False,,2018-04-28T06:38:35.765749Z,2018-04-28T06:38:35.765896Z,0.000147
ginniemae.gov,ginniemae.gov,True,,2018-04-28T06:38:35.775295Z,2018-04-28T06:38:35.775414Z,0.000119
girlshealth.gov,girlshealth.gov,True,,2018-04-28T06:38:35.717843Z,2018-04-28T06:38:35.717971Z,0.000128
glnpo.gov,glnpo.gov,False,,2018-04-28T06:38:35.968941Z,2018-04-28T06:38:35.973289Z,0.004348
globalchange.gov,globalchange.gov,True,,2018-04-28T06:38:36.180077Z,2018-04-28T06:38:36.182498Z,0.002421
globalentry.gov,globalentry.gov,False,,2018-04-28T06:38:35.768901Z,2018-04-28T06:38:35.77314Z,0.004239
globalhealth.gov,globalhealth.gov,False,,2018-04-28T06:38:35.72012Z,2018-04-28T06:38:35.722588Z,0.002468
globe.gov,globe.gov,False,,2018-04-28T06:38:36.087422Z,2018-04-28T06:38:36.087791Z,0.000369
gobierno.gov,gobierno.gov,False,,2018-04-28T06:38:36.055491Z,2018-04-28T06:38:36.055629Z,0.000138
gobiernousa.gov,gobiernousa.gov,False,,2018-04-28T06:38:36.053452Z,2018-04-28T06:38:36.053591Z,0.000139
godirect.gov,godirect.gov,False,,2018-04-28T06:38:35.898713Z,2018-04-28T06:38:35.901098Z,0.002385
goes-r.gov,goes-r.gov,True,,2018-04-28T06:38:35.616691Z,2018-04-28T06:38:35.616821Z,0.000130
goldwaterscholarship.gov,goldwaterscholarship.gov,False,,2018-04-28T06:38:35.567682Z,2018-04-28T06:38:35.569791Z,0.002109
golearn.gov,golearn.gov,False,,2018-04-28T06:38:36.127931Z,2018-04-28T06:38:36.128066Z,0.000135
gop.gov,gop.gov,False,,2018-04-28T06:38:36.244312Z,2018-04-28T06:38:36.244435Z,0.000123
gopleader.gov,gopleader.gov,False,,2018-04-28T06:38:36.248443Z,2018-04-28T06:38:36.249967Z,0.001524
governmentjobs.gov,governmentjobs.gov,False,,2018-04-28T06:38:36.126572Z,2018-04-28T06:38:36.126712Z,0.000140
govinfo.gov,govinfo.gov,False,,2018-04-28T06:38:36.215685Z,2018-04-28T06:38:36.218168Z,0.002483
govloans.gov,govloans.gov,True,,2018-04-28T06:38:35.828317Z,2018-04-28T06:38:35.828446Z,0.000129
govsales.gov,govsales.gov,True,,2018-04-28T06:38:36.055867Z,2018-04-28T06:38:36.055999Z,0.000132
gpo.gov,gpo.gov,False,,2018-04-28T06:38:36.214969Z,2018-04-28T06:38:36.216107Z,0.001138
gps.gov,gps.gov,True,,2018-04-28T06:38:35.615812Z,2018-04-28T06:38:35.616318Z,0.000506
grants.gov,grants.gov,False,,2018-04-28T06:38:35.722984Z,2018-04-28T06:38:35.723112Z,0.000128
grantsolutions.gov,grantsolutions.gov,False,,2018-04-28T06:38:35.719633Z,2018-04-28T06:38:35.719761Z,0.000128
greatagain.gov,greatagain.gov,False,,2018-04-28T06:38:35.978498Z,2018-04-28T06:38:35.97863Z,0.000132
green.gov,green.gov,False,,2018-04-28T06:38:36.16038Z,2018-04-28T06:38:36.160516Z,0.000136
greengov.gov,greengov.gov,False,,2018-04-28T06:38:35.969057Z,2018-04-28T06:38:35.970543Z,0.001486
gsa.gov,gsa.gov,True,,2018-04-28T06:38:36.05421Z,2018-04-28T06:38:36.056698Z,0.002488
gsaadvantage.gov,gsaadvantage.gov,True,,2018-04-28T06:38:36.054506Z,2018-04-28T06:38:36.054632Z,0.000126
gsaauctions.gov,gsaauctions.gov,True,,2018-04-28T06:38:36.057328Z,2018-04-28T06:38:36.058979Z,0.001651
gsaig.gov,gsaig.gov,False,,2018-04-28T06:38:36.057851Z,2018-04-28T06:38:36.060159Z,0.002308
gsatest1.gov,gsatest1.gov,False,,2018-04-28T06:38:36.057958Z,2018-04-28T06:38:36.060407Z,0.002449
gsatest2.gov,gsatest2.gov,False,,2018-04-28T06:38:36.056136Z,2018-04-28T06:38:36.058104Z,0.001968
gsatest3.gov,gsatest3.gov,False,,2018-04-28T06:38:36.057618Z,2018-04-28T06:38:36.059762Z,0.002144
gsatest4.gov,gsatest4.gov,False,,2018-04-28T06:38:36.057725Z,2018-04-28T06:38:36.059945Z,0.002220
gsatest5.gov,gsatest5.gov,False,,2018-04-28T06:38:36.05824Z,2018-04-28T06:38:36.058371Z,0.000131
gsatestnsn.gov,gsatestnsn.gov,False,,2018-04-28T06:38:36.058808Z,2018-04-28T06:38:36.061497Z,0.002689
gsaxcess.gov,gsaxcess.gov,True,,2018-04-28T06:38:36.060579Z,2018-04-28T06:38:36.062808Z,0.002229
guideline.gov,guideline.gov,True,,2018-04-28T06:38:35.720245Z,2018-04-28T06:38:35.720368Z,0.000123
guidelines.gov,guidelines.gov,True,,2018-04-28T06:38:35.720564Z,2018-04-28T06:38:35.720829Z,0.000265
gwa.gov,gwa.gov,False,,2018-04-28T06:38:35.898904Z,2018-04-28T06:38:35.901963Z,0.003059
hanford.gov,hanford.gov,False,,2018-04-28T06:38:35.670493Z,2018-04-28T06:38:35.670628Z,0.000135
harp.gov,harp.gov,True,,2018-04-28T06:38:35.998309Z,2018-04-28T06:38:35.999614Z,0.001305
hc.gov,hc.gov,False,,2018-04-28T06:38:35.723541Z,2018-04-28T06:38:35.723692Z,0.000151
hcqualitycommission.gov,hcqualitycommission.gov,False,,2018-04-28T06:38:35.720972Z,2018-04-28T06:38:35.725457Z,0.004485
health.gov,health.gov,True,,2018-04-28T06:38:35.72242Z,2018-04-28T06:38:35.724685Z,0.002265
healthcare.gov,healthcare.gov,True,,2018-04-28T06:38:35.725616Z,2018-04-28T06:38:35.725742Z,0.000126
healthdata.gov,healthdata.gov,False,,2018-04-28T06:38:35.724038Z,2018-04-28T06:38:35.724173Z,0.000135
healthfinder.gov,healthfinder.gov,True,,2018-04-28T06:38:35.726099Z,2018-04-28T06:38:35.726222Z,0.000123
healthindicators.gov,healthindicators.gov,False,,2018-04-28T06:38:35.724547Z,2018-04-28T06:38:35.726407Z,0.001860
healthit.gov,healthit.gov,True,,2018-04-28T06:38:35.724851Z,2018-04-28T06:38:35.724971Z,0.000120
healthypeople.gov,healthypeople.gov,True,,2018-04-28T06:38:35.726577Z,2018-04-28T06:38:35.726712Z,0.000135
hearttruth.gov,hearttruth.gov,False,,2018-04-28T06:38:35.727891Z,2018-04-28T06:38:35.728036Z,0.000145
helpwithmybank.gov,helpwithmybank.gov,True,,2018-04-28T06:38:35.898999Z,2018-04-28T06:38:35.902673Z,0.003674
helpwithmycheckingaccount.gov,helpwithmycheckingaccount.gov,True,,2018-04-28T06:38:35.899646Z,2018-04-28T06:38:35.899779Z,0.000133
helpwithmycreditcard.gov,helpwithmycreditcard.gov,True,,2018-04-28T06:38:35.903192Z,2018-04-28T06:38:35.903316Z,0.000124
helpwithmycreditcardbank.gov,helpwithmycreditcardbank.gov,True,,2018-04-28T06:38:35.90521Z,2018-04-28T06:38:35.907465Z,0.002255
helpwithmymortgage.gov,helpwithmymortgage.gov,True,,2018-04-28T06:38:35.90345Z,2018-04-28T06:38:35.905347Z,0.001897
helpwithmymortgagebank.gov,helpwithmymortgagebank.gov,True,,2018-04-28T06:38:35.904073Z,2018-04-28T06:38:35.904208Z,0.000135
heritageabroad.gov,heritageabroad.gov,False,,2018-04-28T06:38:36.150487Z,2018-04-28T06:38:36.150619Z,0.000132
hhs.gov,hhs.gov,True,,2018-04-28T06:38:35.728174Z,2018-04-28T06:38:35.731954Z,0.003780
hhsoig.gov,hhsoig.gov,True,,2018-04-28T06:38:35.728705Z,2018-04-28T06:38:35.728837Z,0.000132
hhsops.gov,hhsops.gov,False,,2018-04-28T06:38:35.729824Z,2018-04-28T06:38:35.729965Z,0.000141
highperformancebuildings.gov,highperformancebuildings.gov,False,,2018-04-28T06:38:35.672478Z,2018-04-28T06:38:35.672623Z,0.000145
hirevets.gov,hirevets.gov,True,,2018-04-28T06:38:35.830604Z,2018-04-28T06:38:35.830725Z,0.000121
hispanicheritagemonth.gov,hispanicheritagemonth.gov,False,,2018-04-28T06:38:36.226257Z,2018-04-28T06:38:36.226388Z,0.000131
history.gov,history.gov,False,,2018-04-28T06:38:36.095246Z,2018-04-28T06:38:36.095376Z,0.000130
hiv.gov,hiv.gov,True,,2018-04-28T06:38:35.730657Z,2018-04-28T06:38:35.736538Z,0.005881
homeenergyscore.gov,homeenergyscore.gov,False,,2018-04-28T06:38:35.673889Z,2018-04-28T06:38:35.676184Z,0.002295
homelandsecurity.gov,homelandsecurity.gov,False,,2018-04-28T06:38:35.767684Z,2018-04-28T06:38:35.76956Z,0.001876
homesales.gov,homesales.gov,False,,2018-04-28T06:38:35.778227Z,2018-04-28T06:38:35.780863Z,0.002636
house.gov,house.gov,False,,2018-04-28T06:38:36.248572Z,2018-04-28T06:38:36.248696Z,0.000124
housecalendar.gov,housecalendar.gov,False,,2018-04-28T06:38:36.215874Z,2018-04-28T06:38:36.218741Z,0.002867
housecommunications.gov,housecommunications.gov,False,,2018-04-28T06:38:36.250093Z,2018-04-28T06:38:36.250214Z,0.000121
housed.gov,housed.gov,False,,2018-04-28T06:38:36.2491Z,2018-04-28T06:38:36.250656Z,0.001556
housedemocrats.gov,housedemocrats.gov,False,,2018-04-28T06:38:36.249407Z,2018-04-28T06:38:36.251412Z,0.002005
housedems.gov,housedems.gov,False,,2018-04-28T06:38:36.24951Z,2018-04-28T06:38:36.251798Z,0.002288
houselive.gov,houselive.gov,False,,2018-04-28T06:38:36.249611Z,2018-04-28T06:38:36.252344Z,0.002733
housenewsletters.gov,housenewsletters.gov,False,,2018-04-28T06:38:36.249708Z,2018-04-28T06:38:36.252734Z,0.003026
howto.gov,howto.gov,False,,2018-04-28T06:38:36.059411Z,2018-04-28T06:38:36.063574Z,0.004163
hrsa.gov,hrsa.gov,True,,2018-04-28T06:38:35.729169Z,2018-04-28T06:38:35.729336Z,0.000167
hru.gov,hru.gov,True,,2018-04-28T06:38:36.128659Z,2018-04-28T06:38:36.128784Z,0.000125
hsr.gov,hsr.gov,False,,2018-04-28T06:38:36.020673Z,2018-04-28T06:38:36.020805Z,0.000132
hud.gov,hud.gov,True,,2018-04-28T06:38:35.776432Z,2018-04-28T06:38:35.776567Z,0.000135
hudoig.gov,hudoig.gov,True,,2018-04-28T06:38:35.776795Z,2018-04-28T06:38:35.776936Z,0.000141
huduser.gov,huduser.gov,False,,2018-04-28T06:38:35.7774Z,2018-04-28T06:38:35.777529Z,0.000129
humanities.gov,humanities.gov,False,,2018-04-28T06:38:36.105406Z,2018-04-28T06:38:36.105534Z,0.000128
hurricanes.gov,hurricanes.gov,False,,2018-04-28T06:38:35.617698Z,2018-04-28T06:38:35.619833Z,0.002135
hydrogen.gov,hydrogen.gov,True,,2018-04-28T06:38:35.674095Z,2018-04-28T06:38:35.67655Z,0.002455
iad.gov,iad.gov,False,,2018-04-28T06:38:35.644967Z,2018-04-28T06:38:35.645106Z,0.000139
iaf.gov,iaf.gov,False,,2018-04-28T06:38:36.083918Z,2018-04-28T06:38:36.084049Z,0.000131
iarpa-ideas.gov,iarpa-ideas.gov,False,,2018-04-28T06:38:35.954143Z,2018-04-28T06:38:35.956788Z,0.002645
iarpa.gov,iarpa.gov,False,,2018-04-28T06:38:35.956281Z,2018-04-28T06:38:35.956418Z,0.000137
iat.gov,iat.gov,False,,2018-04-28T06:38:35.857594Z,2018-04-28T06:38:35.86099Z,0.003396
iawg.gov,iawg.gov,True,,2018-04-28T06:38:35.838569Z,2018-04-28T06:38:35.840801Z,0.002232
ibb.gov,ibb.gov,False,,2018-04-28T06:38:35.56739Z,2018-04-28T06:38:35.567529Z,0.000139
ibwc.gov,ibwc.gov,True,,2018-04-28T06:38:35.836384Z,2018-04-28T06:38:35.836505Z,0.000121
ic.gov,ic.gov,False,,2018-04-28T06:38:35.568928Z,2018-04-28T06:38:35.569053Z,0.000125
ic3.gov,ic3.gov,True,,2018-04-28T06:38:35.798777Z,2018-04-28T06:38:35.798904Z,0.000127
icass.gov,icass.gov,True,,2018-04-28T06:38:35.838355Z,2018-04-28T06:38:35.843072Z,0.004717
icbemp.gov,icbemp.gov,False,,2018-04-28T06:38:36.160651Z,2018-04-28T06:38:36.163122Z,0.002471
ice.gov,ice.gov,True,,2018-04-28T06:38:35.767796Z,2018-04-28T06:38:35.769739Z,0.001943
ich.gov,ich.gov,False,,2018-04-28T06:38:36.182343Z,2018-04-28T06:38:36.184799Z,0.002456
icjointduty.gov,icjointduty.gov,False,,2018-04-28T06:38:35.958609Z,2018-04-28T06:38:35.961818Z,0.003209
idealab.gov,idealab.gov,False,,2018-04-28T06:38:35.731338Z,2018-04-28T06:38:35.735814Z,0.004476
identitysandbox.gov,identitysandbox.gov,False,,2018-04-28T06:38:36.060939Z,2018-04-28T06:38:36.065591Z,0.004652
identitytheft.gov,identitytheft.gov,True,,2018-04-28T06:38:36.019956Z,2018-04-28T06:38:36.021889Z,0.001933
idmanagement.gov,idmanagement.gov,True,,2018-04-28T06:38:36.061719Z,2018-04-28T06:38:36.061866Z,0.000147
idtheft.gov,idtheft.gov,False,,2018-04-28T06:38:36.01801Z,2018-04-28T06:38:36.020217Z,0.002207
iedison.gov,iedison.gov,False,,2018-04-28T06:38:35.729701Z,2018-04-28T06:38:35.733579Z,0.003878
ignet.gov,ignet.gov,False,,2018-04-28T06:38:35.601607Z,2018-04-28T06:38:35.605879Z,0.004272
ihs.gov,ihs.gov,True,,2018-04-28T06:38:35.730383Z,2018-04-28T06:38:35.730521Z,0.000138
imls.gov,imls.gov,True,,2018-04-28T06:38:36.079728Z,2018-04-28T06:38:36.079843Z,0.000115
indianaffairs.gov,indianaffairs.gov,True,,2018-04-28T06:38:35.861409Z,2018-04-28T06:38:35.861549Z,0.000140
inel.gov,inel.gov,False,,2018-04-28T06:38:35.673241Z,2018-04-28T06:38:35.674444Z,0.001203
info.gov,info.gov,False,,2018-04-28T06:38:36.062005Z,2018-04-28T06:38:36.064361Z,0.002356
inl.gov,inl.gov,False,,2018-04-28T06:38:35.673657Z,2018-04-28T06:38:35.67524Z,0.001583
innovation.gov,innovation.gov,True,,2018-04-28T06:38:36.062945Z,2018-04-28T06:38:36.063081Z,0.000136
inspire2serve.gov,inspire2serve.gov,False,,2018-04-28T06:38:36.237486Z,2018-04-28T06:38:36.237843Z,0.000357
insurekidsnow.gov,insurekidsnow.gov,True,,2018-04-28T06:38:35.732124Z,2018-04-28T06:38:35.73226Z,0.000136
integrity.gov,integrity.gov,True,,2018-04-28T06:38:36.121608Z,2018-04-28T06:38:36.122641Z,0.001033
intel.gov,intel.gov,False,,2018-04-28T06:38:35.958005Z,2018-04-28T06:38:35.959939Z,0.001934
intelink.gov,intelink.gov,False,,2018-04-28T06:38:35.958413Z,2018-04-28T06:38:35.960871Z,0.002458
intelligence.gov,intelligence.gov,False,,2018-04-28T06:38:35.957029Z,2018-04-28T06:38:35.957163Z,0.000134
intelligencecareers.gov,intelligencecareers.gov,False,,2018-04-28T06:38:36.113428Z,2018-04-28T06:38:36.115267Z,0.001839
interior.gov,interior.gov,False,,2018-04-28T06:38:35.863225Z,2018-04-28T06:38:35.865257Z,0.002032
interpol.gov,interpol.gov,False,,2018-04-28T06:38:35.797358Z,2018-04-28T06:38:35.797498Z,0.000140
invasivespecies.gov,invasivespecies.gov,False,,2018-04-28T06:38:35.861932Z,2018-04-28T06:38:35.863468Z,0.001536
invasivespeciesinfo.gov,invasivespeciesinfo.gov,True,,2018-04-28T06:38:36.162284Z,2018-04-28T06:38:36.168533Z,0.006249
investor.gov,investor.gov,True,,2018-04-28T06:38:36.13736Z,2018-04-28T06:38:36.14331Z,0.005950
ioss.gov,ioss.gov,False,,2018-04-28T06:38:35.643325Z,2018-04-28T06:38:35.64346Z,0.000135
ipac.gov,ipac.gov,False,,2018-04-28T06:38:35.905894Z,2018-04-28T06:38:35.906031Z,0.000137
ipm.gov,ipm.gov,False,,2018-04-28T06:38:36.163729Z,2018-04-28T06:38:36.165606Z,0.001877
ipp.gov,ipp.gov,True,,2018-04-28T06:38:35.904693Z,2018-04-28T06:38:35.906204Z,0.001511
iprcenter.gov,iprcenter.gov,False,,2018-04-28T06:38:35.802878Z,2018-04-28T06:38:35.803017Z,0.000139
irs.gov,irs.gov,True,,2018-04-28T06:38:35.904994Z,2018-04-28T06:38:35.908271Z,0.003277
irsauctions.gov,irsauctions.gov,False,,2018-04-28T06:38:35.905107Z,2018-04-28T06:38:35.906905Z,0.001798
irsnet.gov,irsnet.gov,False,,2018-04-28T06:38:35.90544Z,2018-04-28T06:38:35.905566Z,0.000126
irssales.gov,irssales.gov,False,,2018-04-28T06:38:35.907645Z,2018-04-28T06:38:35.907782Z,0.000137
irsvideos.gov,irsvideos.gov,False,,2018-04-28T06:38:35.913676Z,2018-04-28T06:38:35.913824Z,0.000148
ise.gov,ise.gov,False,,2018-04-28T06:38:35.957295Z,2018-04-28T06:38:35.958758Z,0.001463
isitdoneyet.gov,isitdoneyet.gov,False,,2018-04-28T06:38:36.163854Z,2018-04-28T06:38:36.163981Z,0.000127
isotope.gov,isotope.gov,False,,2018-04-28T06:38:35.673757Z,2018-04-28T06:38:35.676002Z,0.002245
isotopes.gov,isotopes.gov,False,,2018-04-28T06:38:35.673999Z,2018-04-28T06:38:35.676397Z,0.002398
istac.gov,istac.gov,False,,2018-04-28T06:38:35.571354Z,2018-04-28T06:38:35.574628Z,0.003274
itap.gov,itap.gov,True,,2018-04-28T06:38:36.165778Z,2018-04-28T06:38:36.165917Z,0.000139
itc.gov,itc.gov,False,,2018-04-28T06:38:35.643837Z,2018-04-28T06:38:35.6461Z,0.002263
itdashboard.gov,itdashboard.gov,True,,2018-04-28T06:38:35.977709Z,2018-04-28T06:38:35.979681Z,0.001972
itis.gov,itis.gov,True,,2018-04-28T06:38:36.138451Z,2018-04-28T06:38:36.138577Z,0.000126
itrd.gov,itrd.gov,True,,2018-04-28T06:38:36.113952Z,2018-04-28T06:38:36.11407Z,0.000118
its.gov,its.gov,True,,2018-04-28T06:38:35.906342Z,2018-04-28T06:38:35.906467Z,0.000125
jamesmadison.gov,jamesmadison.gov,False,,2018-04-28T06:38:36.088708Z,2018-04-28T06:38:36.089876Z,0.001168
jccbi.gov,jccbi.gov,False,,2018-04-28T06:38:35.941911Z,2018-04-28T06:38:35.944946Z,0.003035
jccs.gov,jccs.gov,False,,2018-04-28T06:38:35.645353Z,2018-04-28T06:38:35.645488Z,0.000135
jct.gov,jct.gov,False,,2018-04-28T06:38:36.249823Z,2018-04-28T06:38:36.253047Z,0.003224
jem.gov,jem.gov,False,,2018-04-28T06:38:35.86252Z,2018-04-28T06:38:35.866585Z,0.004065
jewishheritage.gov,jewishheritage.gov,False,,2018-04-28T06:38:36.227676Z,2018-04-28T06:38:36.230736Z,0.003060
jewishheritagemonth.gov,jewishheritagemonth.gov,False,,2018-04-28T06:38:36.226971Z,2018-04-28T06:38:36.227995Z,0.001024
jimmycarterlibrary.gov,jimmycarterlibrary.gov,True,,2018-04-28T06:38:36.096013Z,2018-04-28T06:38:36.096147Z,0.000134
jobcorps.gov,jobcorps.gov,False,,2018-04-28T06:38:35.826388Z,2018-04-28T06:38:35.828958Z,0.002570
judicialconference.gov,judicialconference.gov,False,,2018-04-28T06:38:36.198381Z,2018-04-28T06:38:36.200733Z,0.002352
juniorforestranger.gov,juniorforestranger.gov,False,,2018-04-28T06:38:36.164751Z,2018-04-28T06:38:36.164885Z,0.000134
jusfc.gov,jusfc.gov,False,,2018-04-28T06:38:36.084384Z,2018-04-28T06:38:36.084514Z,0.000130
justice.gov,justice.gov,True,,2018-04-28T06:38:35.799313Z,2018-04-28T06:38:35.799438Z,0.000125
justthinktwice.gov,justthinktwice.gov,True,,2018-04-28T06:38:35.799841Z,2018-04-28T06:38:35.799977Z,0.000136
juvenilecouncil.gov,juvenilecouncil.gov,True,,2018-04-28T06:38:35.800962Z,2018-04-28T06:38:35.801349Z,0.000387
jwod.gov,jwod.gov,False,,2018-04-28T06:38:36.177084Z,2018-04-28T06:38:36.18081Z,0.003726
kapl.gov,kapl.gov,False,,2018-04-28T06:38:35.674202Z,2018-04-28T06:38:35.67722Z,0.003018
kennedy-center.gov,kennedy-center.gov,False,,2018-04-28T06:38:36.089025Z,2018-04-28T06:38:36.090608Z,0.001583
kids.gov,kids.gov,False,,2018-04-28T06:38:36.063267Z,2018-04-28T06:38:36.0634Z,0.000133
klamathrestoration.gov,klamathrestoration.gov,False,,2018-04-28T06:38:35.863005Z,2018-04-28T06:38:35.864806Z,0.001801
labor.gov,labor.gov,True,,2018-04-28T06:38:35.827425Z,2018-04-28T06:38:35.827548Z,0.000123
lacoast.gov,lacoast.gov,False,,2018-04-28T06:38:35.863114Z,2018-04-28T06:38:35.865032Z,0.001918
landfire.gov,landfire.gov,True,,2018-04-28T06:38:35.863325Z,2018-04-28T06:38:35.865658Z,0.002333
landimaging.gov,landimaging.gov,True,,2018-04-28T06:38:35.8636Z,2018-04-28T06:38:35.866153Z,0.002553
lanl.gov,lanl.gov,False,,2018-04-28T06:38:35.674293Z,2018-04-28T06:38:35.677937Z,0.003644
law.gov,law.gov,False,,2018-04-28T06:38:36.227077Z,2018-04-28T06:38:36.228183Z,0.001106
lbl.gov,lbl.gov,False,,2018-04-28T06:38:35.674574Z,2018-04-28T06:38:35.678305Z,0.003731
lca.gov,lca.gov,False,,2018-04-28T06:38:35.863741Z,2018-04-28T06:38:35.863865Z,0.000124
lcacommons.gov,lcacommons.gov,True,,2018-04-28T06:38:36.165006Z,2018-04-28T06:38:36.165125Z,0.000119
lcrmscp.gov,lcrmscp.gov,True,,2018-04-28T06:38:35.864295Z,2018-04-28T06:38:35.864426Z,0.000131
lctl.gov,lctl.gov,False,,2018-04-28T06:38:36.227183Z,2018-04-28T06:38:36.228393Z,0.001210
learnatf.gov,learnatf.gov,False,,2018-04-28T06:38:35.800173Z,2018-04-28T06:38:35.800309Z,0.000136
learndoj.gov,learndoj.gov,False,,2018-04-28T06:38:35.801719Z,2018-04-28T06:38:35.803565Z,0.001846
leo.gov,leo.gov,False,,2018-04-28T06:38:35.802175Z,2018-04-28T06:38:35.80231Z,0.000135
lep.gov,lep.gov,True,,2018-04-28T06:38:35.805961Z,2018-04-28T06:38:35.808476Z,0.002515
letgirlslearn.gov,letgirlslearn.gov,True,,2018-04-28T06:38:36.146939Z,2018-04-28T06:38:36.147075Z,0.000136
libraryofcongress.gov,libraryofcongress.gov,False,,2018-04-28T06:38:36.227295Z,2018-04-28T06:38:36.22859Z,0.001295
lifeline.gov,lifeline.gov,False,,2018-04-28T06:38:35.990207Z,2018-04-28T06:38:35.990346Z,0.000139
lis.gov,lis.gov,False,,2018-04-28T06:38:36.227392Z,2018-04-28T06:38:36.229252Z,0.001860
