Domain,Base Domain,Participates in Analytics,Local Errors,Local Start Time,Local End Time,Local Duration
unrpnet.gov,unrpnet.gov,False,,2018-04-28T06:38:35.691512Z,2018-04-28T06:38:35.69404Z,0.002528
urbanwaters.gov,urbanwaters.gov,False,,2018-04-28T06:38:35.969658Z,2018-04-28T06:38:35.972882Z,0.003224
us-cert.gov,us-cert.gov,True,,2018-04-28T06:38:35.773668Z,2018-04-28T06:38:35.773825Z,0.000157
us.gov,us.gov,False,,2018-04-28T06:38:36.07889Z,2018-04-28T06:38:36.08007Z,0.001180
usa.gov,usa.gov,True,,2018-04-28T06:38:36.077942Z,2018-04-28T06:38:36.078073Z,0.000131
usability.gov,usability.gov,True,,2018-04-28T06:38:35.753674Z,2018-04-28T06:38:35.75654Z,0.002866
usadf.gov,usadf.gov,False,,2018-04-28T06:38:36.179148Z,2018-04-28T06:38:36.17928Z,0.000132
usagov.gov,usagov.gov,False,,2018-04-28T06:38:36.079377Z,2018-04-28T06:38:36.082647Z,0.003270
usaid.gov,usaid.gov,True,,2018-04-28T06:38:36.155513Z,2018-04-28T06:38:36.155647Z,0.000134
usajobs.gov,usajobs.gov,True,,2018-04-28T06:38:36.130647Z,2018-04-28T06:38:36.130766Z,0.000119
usalearning.gov,usalearning.gov,True,,2018-04-28T06:38:36.131175Z,2018-04-28T06:38:36.132461Z,0.001286
usandc.gov,usandc.gov,False,,2018-04-28T06:38:35.653005Z,2018-04-28T06:38:35.653146Z,0.000141
usap.gov,usap.gov,True,,2018-04-28T06:38:36.113225Z,2018-04-28T06:38:36.114915Z,0.001690
usaseanconnect.gov,usaseanconnect.gov,False,,2018-04-28T06:38:35.84399Z,2018-04-28T06:38:35.845732Z,0.001742
usaspending.gov,usaspending.gov,True,,2018-04-28T06:38:35.932219Z,2018-04-28T06:38:35.932341Z,0.000122
usastaffing.gov,usastaffing.gov,True,,2018-04-28T06:38:36.131468Z,2018-04-28T06:38:36.134842Z,0.003374
usbankruptcy.gov,usbankruptcy.gov,False,,2018-04-28T06:38:36.199104Z,2018-04-28T06:38:36.19923Z,0.000126
usbg.gov,usbg.gov,False,,2018-04-28T06:38:36.205466Z,2018-04-28T06:38:36.205597Z,0.000131
usbm.gov,usbm.gov,False,,2018-04-28T06:38:35.75379Z,2018-04-28T06:38:35.758041Z,0.004251
usbr.gov,usbr.gov,True,,2018-04-28T06:38:35.878092Z,2018-04-28T06:38:35.878255Z,0.000163
usc.gov,usc.gov,False,,2018-04-28T06:38:36.202896Z,2018-04-28T06:38:36.20303Z,0.000134
uscapital.gov,uscapital.gov,False,,2018-04-28T06:38:36.210342Z,2018-04-28T06:38:36.212638Z,0.002296
uscapitol.gov,uscapitol.gov,False,,2018-04-28T06:38:36.206627Z,2018-04-28T06:38:36.206759Z,0.000132
uscapitolpolice.gov,uscapitolpolice.gov,False,,2018-04-28T06:38:36.259542Z,2018-04-28T06:38:36.260873Z,0.001331
uscavc.gov,uscavc.gov,False,,2018-04-28T06:38:36.205137Z,2018-04-28T06:38:36.207339Z,0.002202
uscc.gov,uscc.gov,False,,2018-04-28T06:38:36.21578Z,2018-04-28T06:38:36.218537Z,0.002757
usccr.gov,usccr.gov,True,,2018-04-28T06:38:36.150986Z,2018-04-28T06:38:36.155229Z,0.004243
uscg.gov,uscg.gov,False,,2018-04-28T06:38:35.775822Z,2018-04-28T06:38:35.779651Z,0.003829
uscirf.gov,uscirf.gov,True,,2018-04-28T06:38:36.153574Z,2018-04-28T06:38:36.153707Z,0.000133
uscis.gov,uscis.gov,True,,2018-04-28T06:38:35.773971Z,2018-04-28T06:38:35.774127Z,0.000156
uscode.gov,uscode.gov,False,,2018-04-28T06:38:36.215967Z,2018-04-28T06:38:36.218939Z,0.002972
uscongress.gov,uscongress.gov,False,,2018-04-28T06:38:36.232882Z,2018-04-28T06:38:36.235237Z,0.002355
usconsulate.gov,usconsulate.gov,False,,2018-04-28T06:38:35.843479Z,2018-04-28T06:38:35.844616Z,0.001137
uscourts.gov,uscourts.gov,True,,2018-04-28T06:38:36.20318Z,2018-04-28T06:38:36.205286Z,0.002106
uscp.gov,uscp.gov,False,,2018-04-28T06:38:36.26027Z,2018-04-28T06:38:36.260409Z,0.000139
uscurrency.gov,uscurrency.gov,False,,2018-04-28T06:38:36.006664Z,2018-04-28T06:38:36.00806Z,0.001396
usda.gov,usda.gov,True,,2018-04-28T06:38:36.172099Z,2018-04-28T06:38:36.172227Z,0.000128
usdapii.gov,usdapii.gov,False,,2018-04-28T06:38:36.172568Z,2018-04-28T06:38:36.172699Z,0.000131
usdebitcard.gov,usdebitcard.gov,True,,2018-04-28T06:38:35.93548Z,2018-04-28T06:38:35.935615Z,0.000135
usdigitalservice.gov,usdigitalservice.gov,False,,2018-04-28T06:38:35.984913Z,2018-04-28T06:38:35.986454Z,0.001541
usdoj.gov,usdoj.gov,False,,2018-04-28T06:38:35.819223Z,2018-04-28T06:38:35.819359Z,0.000136
usds.gov,usds.gov,True,,2018-04-28T06:38:35.983371Z,2018-04-28T06:38:35.983509Z,0.000138
usembassy.gov,usembassy.gov,True,,2018-04-28T06:38:35.843782Z,2018-04-28T06:38:35.845359Z,0.001577
userra.gov,userra.gov,False,,2018-04-28T06:38:35.821387Z,2018-04-28T06:38:35.824386Z,0.002999
usgcrp.gov,usgcrp.gov,False,,2018-04-28T06:38:36.180222Z,2018-04-28T06:38:36.180357Z,0.000135
usgeo.gov,usgeo.gov,False,,2018-04-28T06:38:36.089151Z,2018-04-28T06:38:36.09339Z,0.004239
usgovernment.gov,usgovernment.gov,False,,2018-04-28T06:38:36.078991Z,2018-04-28T06:38:36.080264Z,0.001273
usgovernmentmanual.gov,usgovernmentmanual.gov,False,,2018-04-28T06:38:36.216272Z,2018-04-28T06:38:36.216392Z,0.000120
usgs.gov,usgs.gov,True,,2018-04-28T06:38:35.880388Z,2018-04-28T06:38:35.882822Z,0.002434
ushmm.gov,ushmm.gov,False,,2018-04-28T06:38:36.181913Z,2018-04-28T06:38:36.186349Z,0.004436
ushouse.gov,ushouse.gov,False,,2018-04-28T06:38:36.257864Z,2018-04-28T06:38:36.259369Z,0.001505
ushr.gov,ushr.gov,False,,2018-04-28T06:38:36.258398Z,2018-04-28T06:38:36.258535Z,0.000137
usich.gov,usich.gov,False,,2018-04-28T06:38:36.185398Z,2018-04-28T06:38:36.185528Z,0.000130
usip.gov,usip.gov,False,,2018-04-28T06:38:36.182231Z,2018-04-28T06:38:36.184396Z,0.002165
usitc.gov,usitc.gov,True,,2018-04-28T06:38:36.182949Z,2018-04-28T06:38:36.183077Z,0.000128
usitcoig.gov,usitcoig.gov,False,,2018-04-28T06:38:36.183461Z,2018-04-28T06:38:36.183595Z,0.000134
usmarshals.gov,usmarshals.gov,True,,2018-04-28T06:38:35.819582Z,2018-04-28T06:38:35.819718Z,0.000136
usmint.gov,usmint.gov,True,,2018-04-28T06:38:35.932763Z,2018-04-28T06:38:35.936055Z,0.003292
usmission.gov,usmission.gov,False,,2018-04-28T06:38:35.843889Z,2018-04-28T06:38:35.848449Z,0.004560
usphs.gov,usphs.gov,False,,2018-04-28T06:38:35.753953Z,2018-04-28T06:38:35.756718Z,0.002765
uspis.gov,uspis.gov,False,,2018-04-28T06:38:36.187015Z,2018-04-28T06:38:36.187157Z,0.000142
usprobation.gov,usprobation.gov,False,,2018-04-28T06:38:36.203588Z,2018-04-28T06:38:36.207756Z,0.004168
usps.gov,usps.gov,True,,2018-04-28T06:38:36.188768Z,2018-04-28T06:38:36.188908Z,0.000140
uspsinformeddelivery.gov,uspsinformeddelivery.gov,False,,2018-04-28T06:38:36.193069Z,2018-04-28T06:38:36.195597Z,0.002528
uspsinnovates.gov,uspsinnovates.gov,False,,2018-04-28T06:38:36.188153Z,2018-04-28T06:38:36.188343Z,0.000190
uspsoig.gov,uspsoig.gov,False,,2018-04-28T06:38:36.190709Z,2018-04-28T06:38:36.190872Z,0.000163
uspto.gov,uspto.gov,True,,2018-04-28T06:38:35.63191Z,2018-04-28T06:38:35.632065Z,0.000155
ussc.gov,ussc.gov,False,,2018-04-28T06:38:36.203712Z,2018-04-28T06:38:36.20384Z,0.000128
ussm.gov,ussm.gov,True,,2018-04-28T06:38:36.079087Z,2018-04-28T06:38:36.080943Z,0.001856
usss.gov,usss.gov,False,,2018-04-28T06:38:35.774772Z,2018-04-28T06:38:35.779235Z,0.004463
ustaxcourt.gov,ustaxcourt.gov,False,,2018-04-28T06:38:36.205998Z,2018-04-28T06:38:36.206132Z,0.000134
ustda.gov,ustda.gov,True,,2018-04-28T06:38:36.191327Z,2018-04-28T06:38:36.193229Z,0.001902
ustr.gov,ustr.gov,False,,2018-04-28T06:38:35.984303Z,2018-04-28T06:38:35.985538Z,0.001235
ustreas.gov,ustreas.gov,False,,2018-04-28T06:38:35.937879Z,2018-04-28T06:38:35.938004Z,0.000125
utahfireinfo.gov,utahfireinfo.gov,True,,2018-04-28T06:38:35.879389Z,2018-04-28T06:38:35.881574Z,0.002185
va.gov,va.gov,True,,2018-04-28T06:38:35.952439Z,2018-04-28T06:38:35.952561Z,0.000122
vaccines.gov,vaccines.gov,True,,2018-04-28T06:38:35.756908Z,2018-04-28T06:38:35.757039Z,0.000131
vcf.gov,vcf.gov,True,,2018-04-28T06:38:35.820228Z,2018-04-28T06:38:35.820356Z,0.000128
vef.gov,vef.gov,True,,2018-04-28T06:38:36.191451Z,2018-04-28T06:38:36.191594Z,0.000143
vehiclehistory.gov,vehiclehistory.gov,True,,2018-04-28T06:38:35.821282Z,2018-04-28T06:38:35.823561Z,0.002279
vetbiz.gov,vetbiz.gov,True,,2018-04-28T06:38:35.95294Z,2018-04-28T06:38:35.95556Z,0.002620
veterans.gov,veterans.gov,True,,2018-04-28T06:38:35.830482Z,2018-04-28T06:38:35.832608Z,0.002126
vets.gov,vets.gov,True,,2018-04-28T06:38:35.954626Z,2018-04-28T06:38:35.954757Z,0.000131
visitthecapital.gov,visitthecapital.gov,False,,2018-04-28T06:38:36.207149Z,2018-04-28T06:38:36.211532Z,0.004383
visitthecapitol.gov,visitthecapitol.gov,False,,2018-04-28T06:38:36.20798Z,2018-04-28T06:38:36.20812Z,0.000140
vistacampus.gov,vistacampus.gov,True,,2018-04-28T06:38:35.598906Z,2018-04-28T06:38:35.601061Z,0.002155
voa.gov,voa.gov,False,,2018-04-28T06:38:35.569642Z,2018-04-28T06:38:35.571713Z,0.002071
volcano.gov,volcano.gov,True,,2018-04-28T06:38:35.880283Z,2018-04-28T06:38:35.88261Z,0.002327
volunteer.gov,volunteer.gov,True,,2018-04-28T06:38:35.880491Z,2018-04-28T06:38:35.883097Z,0.002606
volunteeringinamerica.gov,volunteeringinamerica.gov,False,,2018-04-28T06:38:35.596514Z,2018-04-28T06:38:35.596642Z,0.000128
vote.gov,vote.gov,True,,2018-04-28T06:38:36.07919Z,2018-04-28T06:38:36.081361Z,0.002171
votebymail.gov,votebymail.gov,False,,2018-04-28T06:38:35.963011Z,2018-04-28T06:38:35.963133Z,0.000122
wapa.gov,wapa.gov,False,,2018-04-28T06:38:35.691603Z,2018-04-28T06:38:35.69493Z,0.003327
wartimecontracting.gov,wartimecontracting.gov,False,,2018-04-28T06:38:36.099649Z,2018-04-28T06:38:36.103392Z,0.003743
watermonitor.gov,watermonitor.gov,False,,2018-04-28T06:38:35.88059Z,2018-04-28T06:38:35.884117Z,0.003527
wdl.gov,wdl.gov,False,,2018-04-28T06:38:36.232981Z,2018-04-28T06:38:36.235423Z,0.002442
wdol.gov,wdol.gov,False,,2018-04-28T06:38:35.635229Z,2018-04-28T06:38:35.637296Z,0.002067
weather.gov,weather.gov,True,,2018-04-28T06:38:35.632503Z,2018-04-28T06:38:35.632636Z,0.000133
webharvest.gov,webharvest.gov,True,,2018-04-28T06:38:36.099741Z,2018-04-28T06:38:36.103751Z,0.004010
wh.gov,wh.gov,False,,2018-04-28T06:38:35.985305Z,2018-04-28T06:38:35.988183Z,0.002878
whaging.gov,whaging.gov,False,,2018-04-28T06:38:35.75564Z,2018-04-28T06:38:35.759447Z,0.003807
whistleblower.gov,whistleblower.gov,True,,2018-04-28T06:38:35.577465Z,2018-04-28T06:38:35.580122Z,0.002657
whistleblowers.gov,whistleblowers.gov,True,,2018-04-28T06:38:35.832742Z,2018-04-28T06:38:35.832868Z,0.000126
whitehouse.gov,whitehouse.gov,True,,2018-04-28T06:38:35.984792Z,2018-04-28T06:38:35.986238Z,0.001446
whitehouseconferenceonaging.gov,whitehouseconferenceonaging.gov,False,,2018-04-28T06:38:35.755756Z,2018-04-28T06:38:35.755887Z,0.000131
whitehousedrugpolicy.gov,whitehousedrugpolicy.gov,False,,2018-04-28T06:38:35.985017Z,2018-04-28T06:38:35.987142Z,0.002125
wildfire.gov,wildfire.gov,False,,2018-04-28T06:38:36.173572Z,2018-04-28T06:38:36.173714Z,0.000142
wildlifeadaptationstrategy.gov,wildlifeadaptationstrategy.gov,True,,2018-04-28T06:38:35.881027Z,2018-04-28T06:38:35.881154Z,0.000127
wizard.gov,wizard.gov,True,,2018-04-28T06:38:35.936407Z,2018-04-28T06:38:35.936542Z,0.000135
wlci.gov,wlci.gov,True,,2018-04-28T06:38:35.88442Z,2018-04-28T06:38:35.884556Z,0.000136
womenshealth.gov,womenshealth.gov,True,,2018-04-28T06:38:35.758699Z,2018-04-28T06:38:35.758827Z,0.000128
womenshistorymonth.gov,womenshistorymonth.gov,False,,2018-04-28T06:38:36.233076Z,2018-04-28T06:38:36.235601Z,0.002525
woodsy.gov,woodsy.gov,False,,2018-04-28T06:38:36.173927Z,2018-04-28T06:38:36.174064Z,0.000137
woodsyowl.gov,woodsyowl.gov,False,,2018-04-28T06:38:36.174974Z,2018-04-28T06:38:36.177261Z,0.002287
worker.gov,worker.gov,True,,2018-04-28T06:38:35.831055Z,2018-04-28T06:38:35.831184Z,0.000129
workplace.gov,workplace.gov,False,,2018-04-28T06:38:35.941498Z,2018-04-28T06:38:35.942814Z,0.001316
worldwar1centennial.gov,worldwar1centennial.gov,False,,2018-04-28T06:38:36.14542Z,2018-04-28T06:38:36.148111Z,0.002691
wrp.gov,wrp.gov,True,,2018-04-28T06:38:35.833568Z,2018-04-28T06:38:35.833705Z,0.000137
xd.gov,xd.gov,False,,2018-04-28T06:38:35.632813Z,2018-04-28T06:38:35.632949Z,0.000136
ymp.gov,ymp.gov,False,,2018-04-28T06:38:35.695349Z,2018-04-28T06:38:35.697394Z,0.002045
youth.gov,youth.gov,False,,2018-04-28T06:38:35.757185Z,2018-04-28T06:38:35.759021Z,0.001836
youthrules.gov,youthrules.gov,True,,2018-04-28T06:38:35.832447Z,2018-04-28T06:38:35.834922Z,0.002475
