Domain,Details,Entity,Live?,Redirect?,HTTPS?,Force HTTPS?,HSTS?,HSTS Header
clearlakeshores-tx.gov,City,Non-Federal Agency,true,,false,false,false,
clermontfl.gov,City,Non-Federal Agency,true,,false,false,false,
cleveland-oh.gov,City,Non-Federal Agency,true,,false,false,false,
clevelandtn.gov,City,Non-Federal Agency,true,,false,false,false,
clewiston-fl.gov,City,Non-Federal Agency,true,,false,false,false,
cliffsideparknj.gov,City,Non-Federal Agency,true,,false,false,false,
cliftonforgeva.gov,City,Non-Federal Agency,true,,true,true,false,
clintonma.gov,City,Non-Federal Agency,true,,false,false,false,
clintonnj.gov,City,Non-Federal Agency,true,,false,false,false,
clintonok.gov,City,Non-Federal Agency,true,,false,false,false,
cmsdca.gov,City,Non-Federal Agency,true,,false,false,false,
colchesterct.gov,City,Non-Federal Agency,true,,false,false,false,
colchestervt.gov,City,Non-Federal Agency,true,,false,false,false,
coldspringky.gov,City,Non-Federal Agency,true,coldspringky.com,false,false,false,
coldspringny.gov,City,Non-Federal Agency,true,,false,false,false,
colfax-ca.gov,City,Non-Federal Agency,true,,false,false,false,
collegeparkmd.gov,City,Non-Federal Agency,true,,false,false,false,
collegeville-pa.gov,City,Non-Federal Agency,true,,false,false,false,
colliervilletn.gov,City,Non-Federal Agency,false,,false,false,false,
collincountytexas.gov,City,Non-Federal Agency,true,,false,false,false,
collincountytx.gov,City,Non-Federal Agency,true,,false,false,false,
colonialheightsva.gov,City,Non-Federal Agency,true,,false,false,false,
colonie-ny.gov,City,Non-Federal Agency,true,,false,false,false,
coloradosprings.gov,City,Non-Federal Agency,true,,true,false,false,
colrain-ma.gov,City,Non-Federal Agency,true,,false,false,false,
columbianaohio.gov,City,Non-Federal Agency,true,,false,false,false,
columbiatn.gov,City,Non-Federal Agency,false,,false,false,false,
columbiatwp-oh.gov,City,Non-Federal Agency,true,,false,false,false,
columbus.gov,City,Non-Federal Agency,true,,true,false,false,
columbusoh.gov,City,Non-Federal Agency,false,,false,false,false,
columbusohio.gov,City,Non-Federal Agency,true,columbus.gov,false,false,false,
commercialpointohio.gov,City,Non-Federal Agency,true,,false,false,false,
concordma.gov,City,Non-Federal Agency,true,,false,false,false,
concordnc.gov,City,Non-Federal Agency,true,,true,false,false,
concordnh.gov,City,Non-Federal Agency,true,,false,false,false,
concretewa.gov,City,Non-Federal Agency,false,,false,false,false,
conneautohio.gov,City,Non-Federal Agency,true,,false,false,false,
connersvillein.gov,City,Non-Federal Agency,true,connersvillecommunity.com,false,false,false,
conovernc.gov,City,Non-Federal Agency,true,,false,false,false,
conyersga.gov,City,Non-Federal Agency,true,,false,false,false,
cookeville-tn.gov,City,Non-Federal Agency,true,www.cookeville-tn.org,false,false,false,
coonrapidsmn.gov,City,Non-Federal Agency,true,,false,false,false,
coppelltx.gov,City,Non-Federal Agency,true,,false,false,false,
copperascovetx.gov,City,Non-Federal Agency,true,,false,false,false,
cor.gov,City,Non-Federal Agency,true,,false,false,false,
coralgables-fl.gov,City,Non-Federal Agency,true,,false,false,false,
coralgablesfl.gov,City,Non-Federal Agency,true,,false,false,false,
corbin-ky.gov,City,Non-Federal Agency,true,,false,false,false,
corningar.gov,City,Non-Federal Agency,true,,false,false,false,
cornwallny.gov,City,Non-Federal Agency,true,,false,false,false,
corpuschristi-tx.gov,City,Non-Federal Agency,false,,false,false,false,
corrypa.gov,City,Non-Federal Agency,false,,false,false,false,
corvallisoregon.gov,City,Non-Federal Agency,true,,true,false,false,
corydon-in.gov,City,Non-Federal Agency,true,,false,false,false,
cosprings.gov,City,Non-Federal Agency,true,coloradosprings.gov,false,false,false,
costamesaca.gov,City,Non-Federal Agency,true,,false,false,false,
cottagecitymd.gov,City,Non-Federal Agency,true,,false,false,false,
cottonwoodaz.gov,City,Non-Federal Agency,true,,false,false,false,
countryside-il.gov,City,Non-Federal Agency,false,,false,false,false,
covinaca.gov,City,Non-Federal Agency,true,,false,false,false,
covington-oh.gov,City,Non-Federal Agency,true,,false,false,false,
covingtonky.gov,City,Non-Federal Agency,true,,false,false,false,
covingtonwa.gov,City,Non-Federal Agency,true,,false,false,false,
cranberryisles-me.gov,City,Non-Federal Agency,true,,false,false,false,
crawfordsville-in.gov,City,Non-Federal Agency,false,,false,false,false,
creditriver-mn.gov,City,Non-Federal Agency,true,,false,false,false,
crestoniowa.gov,City,Non-Federal Agency,true,,false,false,false,
crete-ne.gov,City,Non-Federal Agency,true,,false,false,false,
crossroadstx.gov,City,Non-Federal Agency,true,,true,true,false,
crossvilletn.gov,City,Non-Federal Agency,true,,false,false,false,
crotononhudson-ny.gov,City,Non-Federal Agency,true,,false,false,false,
cudahy-wi.gov,City,Non-Federal Agency,true,,false,false,false,
culpeperva.gov,City,Non-Federal Agency,true,,false,false,false,
cumberlandmd.gov,City,Non-Federal Agency,true,ci.cumberland.md.us,false,false,false,
cummington-ma.gov,City,Non-Federal Agency,true,,false,false,false,
cutlerbay-fl.gov,City,Non-Federal Agency,true,,false,false,false,
daculaga.gov,City,Non-Federal Agency,true,,false,false,false,
dahlonega-ga.gov,City,Non-Federal Agency,true,,false,false,false,
dalharttx.gov,City,Non-Federal Agency,true,,false,false,false,
dallas-ga.gov,City,Non-Federal Agency,true,,false,false,false,
dallasor.gov,City,Non-Federal Agency,true,,false,false,false,
dallasoregon.gov,City,Non-Federal Agency,false,,false,false,false,
dalton-ma.gov,City,Non-Federal Agency,true,,false,false,false,
damascusoregon.gov,City,Non-Federal Agency,true,,false,false,false,
danbury-ct.gov,City,Non-Federal Agency,true,,false,false,false,
daniabeachfl.gov,City,Non-Federal Agency,true,,false,false,false,
danvilleva.gov,City,Non-Federal Agency,true,,false,false,false,
darienil.gov,City,Non-Federal Agency,false,,false,false,false,
daughertytownship-pa.gov,City,Non-Federal Agency,true,,false,false,false,
davie-fl.gov,City,Non-Federal Agency,true,,false,false,false,
dawsonville-ga.gov,City,Non-Federal Agency,false,,false,false,false,
dayton-me.gov,City,Non-Federal Agency,true,,false,false,false,
daytonohio.gov,City,Non-Federal Agency,true,,false,false,false,
decaturil.gov,City,Non-Federal Agency,true,,false,false,false,
decaturillinois.gov,City,Non-Federal Agency,true,decaturil.gov,false,false,false,
dedham-ma.gov,City,Non-Federal Agency,true,,false,false,false,
deerfieldmichigan.gov,City,Non-Federal Agency,true,,false,false,false,
deerpark-oh.gov,City,Non-Federal Agency,true,,false,false,false,
deerparktx.gov,City,Non-Federal Agency,true,,false,false,false,
dekorra-wi.gov,City,Non-Federal Agency,true,,false,false,false,
delawaretownshippa.gov,City,Non-Federal Agency,true,,true,false,false,
delraybeachfl.gov,City,Non-Federal Agency,true,mydelraybeach.com,false,false,false,
delta-co.gov,City,Non-Federal Agency,true,,false,false,false,
deltami.gov,City,Non-Federal Agency,true,,true,false,false,
deltonafl.gov,City,Non-Federal Agency,true,,false,false,false,
demopolisal.gov,City,Non-Federal Agency,true,,false,false,false,
derbyct.gov,City,Non-Federal Agency,false,,false,false,false,
dhaz.gov,City,Non-Federal Agency,true,,false,false,false,
diamondbarca.gov,City,Non-Federal Agency,true,,false,false,false,
dickinsontexas.gov,City,Non-Federal Agency,true,,false,false,false,
dicksoncity-pa.gov,City,Non-Federal Agency,true,,false,false,false,
dighton-ma.gov,City,Non-Federal Agency,true,,false,false,false,
donaldoregon.gov,City,Non-Federal Agency,true,,false,false,false,
donaldsonville-la.gov,City,Non-Federal Agency,true,,false,false,false,
doralpd-fl.gov,City,Non-Federal Agency,true,,false,false,false,
douglasaz.gov,City,Non-Federal Agency,true,www.douglasaz.org,false,false,false,
douglasvillega.gov,City,Non-Federal Agency,true,,false,false,false,
drew-ms.gov,City,Non-Federal Agency,true,,false,false,false,
druidhillsky.gov,City,Non-Federal Agency,true,,false,false,false,
dublin-ca.gov,City,Non-Federal Agency,true,,false,false,false,
dublinca.gov,City,Non-Federal Agency,true,,false,false,false,
dublinohiousa.gov,City,Non-Federal Agency,true,,false,false,false,
duboispa.gov,City,Non-Federal Agency,true,,false,false,false,
duluthmn.gov,City,Non-Federal Agency,true,,false,false,false,
dumfriesva.gov,City,Non-Federal Agency,true,,false,false,false,
dumontnj.gov,City,Non-Federal Agency,true,,false,false,false,
duncanok.gov,City,Non-Federal Agency,true,,false,false,false,
duncanvilletx.gov,City,Non-Federal Agency,true,,false,false,false,
dundeevillagemi.gov,City,Non-Federal Agency,true,,false,false,false,
dunstable-ma.gov,City,Non-Federal Agency,true,,false,false,false,
dunwoodyga.gov,City,Non-Federal Agency,true,,false,false,false,
dunwoodygeorgia.gov,City,Non-Federal Agency,false,,false,false,false,
dupontwa.gov,City,Non-Federal Agency,true,,false,false,false,
dushorepa.gov,City,Non-Federal Agency,true,,false,false,false,
duvallwa.gov,City,Non-Federal Agency,true,,false,false,false,
dyersburgtn.gov,City,Non-Federal Agency,true,,false,false,false,
eagaraz.gov,City,Non-Federal Agency,true,,false,false,false,
eagle-wi.gov,City,Non-Federal Agency,false,,false,false,false,
eaglelake-tx.gov,City,Non-Federal Agency,false,,false,false,false,
eastborough-ks.gov,City,Non-Federal Agency,true,,false,false,false,
eastcoventry-pa.gov,City,Non-Federal Agency,true,,false,false,false,
easthamptonct.gov,City,Non-Federal Agency,true,,false,false,false,
easthamptonny.gov,City,Non-Federal Agency,true,,false,false,false,
easthamptonvillageny.gov,City,Non-Federal Agency,false,,false,false,false,
easthartfordct.gov,City,Non-Federal Agency,true,,false,false,false,
eastkingstonnh.gov,City,Non-Federal Agency,false,,false,false,false,
eastlongmeadowma.gov,City,Non-Federal Agency,true,,false,false,false,
eastmountaintx.gov,City,Non-Federal Agency,false,,false,false,false,
eastonct.gov,City,Non-Federal Agency,true,,false,false,false,
eastonmd.gov,City,Non-Federal Agency,true,,false,false,false,
eastorange-nj.gov,City,Non-Federal Agency,true,,false,false,false,
eastpalestine-oh.gov,City,Non-Federal Agency,true,,false,false,false,
eastport-me.gov,City,Non-Federal Agency,true,,false,false,false,
eastridgetn.gov,City,Non-Federal Agency,true,eastridgetn.org,false,false,false,
eastvaleca.gov,City,Non-Federal Agency,true,,false,false,false,
eatonville-wa.gov,City,Non-Federal Agency,true,,false,false,false,
ecorsemi.gov,City,Non-Federal Agency,true,,false,false,false,
eddingtonmaine.gov,City,Non-Federal Agency,true,,false,false,false,
edenny.gov,City,Non-Federal Agency,true,,false,false,false,
edgarcounty-il.gov,City,Non-Federal Agency,false,,false,false,false,
edgewaterfl.gov,City,Non-Federal Agency,true,,false,false,false,
edgewood-fl.gov,City,Non-Federal Agency,true,,false,false,false,
edgewood-nm.gov,City,Non-Federal Agency,true,,false,false,false,
edinamn.gov,City,Non-Federal Agency,true,,false,false,false,
edmonds-wa.gov,City,Non-Federal Agency,true,,false,false,false,
edmondswa.gov,City,Non-Federal Agency,true,,false,false,false,
edmonstonmd.gov,City,Non-Federal Agency,true,,false,false,false,
ehamptonny.gov,City,Non-Federal Agency,true,,false,false,false,
elkhartlakewi.gov,City,Non-Federal Agency,true,,false,false,false,
elkrivermn.gov,City,Non-Federal Agency,true,,false,false,false,
elktonva.gov,City,Non-Federal Agency,true,,false,false,false,
elktownshipnj.gov,City,Non-Federal Agency,true,,false,false,false,
ellago-tx.gov,City,Non-Federal Agency,true,,false,false,false,
ellijay-ga.gov,City,Non-Federal Agency,true,,false,false,false,
ellington-ct.gov,City,Non-Federal Agency,true,,false,false,false,
ellsworthmaine.gov,City,Non-Federal Agency,true,,false,false,false,
elmirage-az.gov,City,Non-Federal Agency,true,,false,false,false,
elpasotexas.gov,City,Non-Federal Agency,true,,true,false,false,
emeraldbay-tx.gov,City,Non-Federal Agency,true,,false,false,false,
emmitsburgmd.gov,City,Non-Federal Agency,true,,false,false,false,
emporia-kansas.gov,City,Non-Federal Agency,true,,false,false,false,
encinitasca.gov,City,Non-Federal Agency,true,,false,false,false,
encinitascalifornia.gov,City,Non-Federal Agency,false,,false,false,false,
ennistx.gov,City,Non-Federal Agency,true,,false,false,false,
enterpriseal.gov,City,Non-Federal Agency,true,,false,false,false,
erieco.gov,City,Non-Federal Agency,true,,true,false,false,
espanolanm.gov,City,Non-Federal Agency,false,,false,false,false,
essexct.gov,City,Non-Federal Agency,true,,false,false,false,
eton-ga.gov,City,Non-Federal Agency,true,,false,false,false,
eulesstx.gov,City,Non-Federal Agency,true,,true,false,false,
eureka-mt.gov,City,Non-Federal Agency,false,,false,false,false,
evanscolorado.gov,City,Non-Federal Agency,true,,false,false,false,
everettwa.gov,City,Non-Federal Agency,true,www.ci.everett.wa.us,false,false,false,
evesham-nj.gov,City,Non-Federal Agency,true,,false,false,false,
exeternh.gov,City,Non-Federal Agency,true,,false,false,false,
fabius-ny.gov,City,Non-Federal Agency,true,,false,false,false,
fairfax-vt.gov,City,Non-Federal Agency,true,,false,false,false,
fairfaxva.gov,City,Non-Federal Agency,true,,false,false,false,
fairfieldoh.gov,City,Non-Federal Agency,true,,false,false,false,
fairhope-al.gov,City,Non-Federal Agency,false,,false,false,false,
fairmontwv.gov,City,Non-Federal Agency,true,,false,false,false,
fairviewnc.gov,City,Non-Federal Agency,true,,false,false,false,
fairvieworegon.gov,City,Non-Federal Agency,true,,false,false,false,
fallcreekwi.gov,City,Non-Federal Agency,true,,false,false,false,
fallschurchcityva.gov,City,Non-Federal Agency,true,,false,false,false,
fallschurchva.gov,City,Non-Federal Agency,true,,false,false,false,
fallscityoregon.gov,City,Non-Federal Agency,true,,false,false,false,
fargond.gov,City,Non-Federal Agency,true,cityoffargo.com,false,false,false,
farmersbranchtx.gov,City,Non-Federal Agency,true,,false,false,false,
farmington-mo.gov,City,Non-Federal Agency,true,,false,false,false,
farmingtonhillsmi.gov,City,Non-Federal Agency,false,,false,false,false,
fayetteville-ar.gov,City,Non-Federal Agency,true,www.accessfayetteville.org,false,false,false,
fayettevillenc.gov,City,Non-Federal Agency,false,,false,false,false,
fayettevilleny.gov,City,Non-Federal Agency,true,,false,false,false,
federalwaywa.gov,City,Non-Federal Agency,true,,false,false,false,
ferndalemi.gov,City,Non-Federal Agency,true,,false,false,false,
fitchburgma.gov,City,Non-Federal Agency,true,,false,false,false,
fitchburgwi.gov,City,Non-Federal Agency,true,,false,false,false,
fitzwilliam-nh.gov,City,Non-Federal Agency,true,,false,false,false,
flagstaffaz.gov,City,Non-Federal Agency,false,,true,false,false,
florence-ky.gov,City,Non-Federal Agency,true,,false,false,false,
florence-nj.gov,City,Non-Federal Agency,true,,false,false,false,
florenceaz.gov,City,Non-Federal Agency,true,,false,false,false,
floridacityfl.gov,City,Non-Federal Agency,true,,false,false,false,
forestgrove-or.gov,City,Non-Federal Agency,true,,false,false,false,
forestheightsmd.gov,City,Non-Federal Agency,true,,false,false,false,
forestparkoh.gov,City,Non-Federal Agency,true,,false,false,false,
forestparkohio.gov,City,Non-Federal Agency,true,,false,false,false,
fortlupton-co.gov,City,Non-Federal Agency,true,,false,false,false,
fortluptonco.gov,City,Non-Federal Agency,true,,false,false,false,
fortmadison-ia.gov,City,Non-Federal Agency,true,fortmadison-ia.com,false,false,false,
fortmillsc.gov,City,Non-Federal Agency,true,,false,false,false,
fortmyersbeachfl.gov,City,Non-Federal Agency,true,,false,false,false,
fortsmithar.gov,City,Non-Federal Agency,true,,false,false,false,
fortworth-texas.gov,City,Non-Federal Agency,true,,false,false,false,
fortworth-tx.gov,City,Non-Federal Agency,true,,false,false,false,
fortworthtexas.gov,City,Non-Federal Agency,true,,false,false,false,
fostoriaohio.gov,City,Non-Federal Agency,true,,false,false,false,
foxboroughma.gov,City,Non-Federal Agency,true,,false,false,false,
framinghamma.gov,City,Non-Federal Agency,true,,false,false,false,
francestown-nh.gov,City,Non-Federal Agency,true,,false,false,false,
frankfort-in.gov,City,Non-Federal Agency,true,,false,false,false,
frankfort-ky.gov,City,Non-Federal Agency,false,,false,false,false,
franklin-in.gov,City,Non-Federal Agency,true,franklin.in.gov,false,false,false,
franklin-tn.gov,City,Non-Federal Agency,true,,false,false,false,
franklinpa.gov,City,Non-Federal Agency,true,,false,false,false,
franklintn.gov,City,Non-Federal Agency,true,,false,false,false,
fredenbergtwp-mn.gov,City,Non-Federal Agency,true,,false,false,false,
frederickco.gov,City,Non-Federal Agency,true,,false,false,false,
fredericksburgva.gov,City,Non-Federal Agency,true,,false,false,false,
freeportny.gov,City,Non-Federal Agency,true,,false,false,false,
freetownma.gov,City,Non-Federal Agency,true,,false,false,false,
fremontnc.gov,City,Non-Federal Agency,true,,false,false,false,
fremontne.gov,City,Non-Federal Agency,true,,false,false,false,
frenchsettlement-la.gov,City,Non-Federal Agency,true,,false,false,false,
fridleymn.gov,City,Non-Federal Agency,true,ci.fridley.mn.us,false,false,false,
friendshipheightsmd.gov,City,Non-Federal Agency,true,,false,false,false,
fromberg-mt.gov,City,Non-Federal Agency,true,,false,false,false,
frontroyal-va.gov,City,Non-Federal Agency,true,,false,false,false,
frontroyalva.gov,City,Non-Federal Agency,true,,false,false,false,
fruitporttownship-mi.gov,City,Non-Federal Agency,true,,false,false,false,
